id	label	node_type	eregulons	detected_fraction	n_targets
region:chr22:37306919-37307419	chr22:37306919-37307419	region	RUNX3_direct_+/+;TBX21_direct_+/+		2
region:chr22:39090558-39091058	chr22:39090558-39091058	region	TBX21_direct_+/+		1
region:chr22:39097107-39097607	chr22:39097107-39097607	region	TBX21_direct_+/+		1
region:chr22:44620021-44620521	chr22:44620021-44620521	region	RUNX3_direct_+/+		1
region:chr22:44685364-44685864	chr22:44685364-44685864	region	RUNX3_direct_+/+		1
region:chr22:44710434-44710934	chr22:44710434-44710934	region	RUNX3_direct_+/+		1
region:chr2:201158014-201158514	chr2:201158014-201158514	region	LEF1_direct_-/-		1
region:chr2:201191512-201192012	chr2:201191512-201192012	region	LEF1_direct_-/-;TCF7_direct_-/-		1
region:chr2:212958651-212959151	chr2:212958651-212959151	region	TBX21_direct_+/+		1
region:chr2:213125829-213126329	chr2:213125829-213126329	region	TBX21_direct_+/+		1
region:chr2:230415943-230416443	chr2:230415943-230416443	region	LEF1_direct_-/-		1
region:chr2:233251341-233251841	chr2:233251341-233251841	region	LEF1_direct_-/-		1
region:chr2:8543601-8544101	chr2:8543601-8544101	region	TBX21_direct_+/+		1
region:chr2:8588444-8588944	chr2:8588444-8588944	region	TBX21_direct_+/+		1
region:chr2:8664600-8665100	chr2:8664600-8665100	region	TBX21_direct_+/+		1
region:chr2:86785374-86785874	chr2:86785374-86785874	region	RUNX3_direct_+/+		1
region:chr2:86788812-86789312	chr2:86788812-86789312	region	RUNX3_direct_+/+		1
region:chr2:86793713-86794213	chr2:86793713-86794213	region	RUNX3_direct_+/+		1
region:chr2:8680908-8681408	chr2:8680908-8681408	region	TBX21_direct_+/+		1
region:chr2:98465673-98466173	chr2:98465673-98466173	region	RUNX3_direct_+/+		1
region:chr2:98508621-98509121	chr2:98508621-98509121	region	RUNX3_direct_+/+		1
region:chr2:98634514-98635014	chr2:98634514-98635014	region	RUNX3_direct_+/+		1
region:chr2:98656698-98657198	chr2:98656698-98657198	region	RUNX3_direct_+/+		1
region:chr3:18438475-18438975	chr3:18438475-18438975	region	LEF1_direct_-/-		1
region:chr3:188788513-188789013	chr3:188788513-188789013	region	LEF1_direct_-/-;TCF7_direct_-/-		1
region:chr3:33659387-33659887	chr3:33659387-33659887	region	TCF7_direct_-/-		1
region:chr3:4834237-4834737	chr3:4834237-4834737	region	TBX21_direct_+/+		1
region:chr3:4850773-4851273	chr3:4850773-4851273	region	TBX21_direct_+/+		1
region:chr3:4977175-4977675	chr3:4977175-4977675	region	TBX21_direct_+/+		1
region:chr3:4980211-4980711	chr3:4980211-4980711	region	TBX21_direct_+/+		1
region:chr3:4981788-4982288	chr3:4981788-4982288	region	TBX21_direct_+/+		1
region:chr3:5002453-5002953	chr3:5002453-5002953	region	TBX21_direct_+/+		1
region:chr3:5006635-5007135	chr3:5006635-5007135	region	TBX21_direct_+/+		1
region:chr3:5026341-5026841	chr3:5026341-5026841	region	TBX21_direct_+/+		1
region:chr5:100904535-100905035	chr5:100904535-100905035	region	LEF1_direct_-/-		1
region:chr5:1315610-1316110	chr5:1315610-1316110	region	LEF1_direct_-/-		1
region:chr5:141682960-141683460	chr5:141682960-141683460	region	FOXO1_direct_-/+		1
region:chr5:14413337-14413837	chr5:14413337-14413837	region	TCF7_direct_-/-		1
region:chr5:177300228-177300728	chr5:177300228-177300728	region	FOXO1_direct_-/+		1
region:chr5:177307861-177308361	chr5:177307861-177308361	region	FOXO1_direct_-/+		1
region:chr5:179914050-179914550	chr5:179914050-179914550	region	FOXO1_direct_-/+		1
region:chr5:55102347-55102847	chr5:55102347-55102847	region	TCF7_direct_-/-		1
region:chr5:96703125-96703625	chr5:96703125-96703625	region	LEF1_direct_-/-		1
region:chr5:96875670-96876170	chr5:96875670-96876170	region	LEF1_direct_-/-;TCF7_direct_-/-		1
region:chr6:130215458-130215958	chr6:130215458-130215958	region	TBX21_direct_+/+		1
region:chr6:130216561-130217061	chr6:130216561-130217061	region	TBX21_direct_+/+		1
region:chr6:152634713-152635213	chr6:152634713-152635213	region	TBX21_direct_+/+		1
region:chr6:152636672-152637172	chr6:152636672-152637172	region	TBX21_direct_+/+		1
region:chr6:158564785-158565285	chr6:158564785-158565285	region	TBX21_direct_+/+		1
region:chr6:158652903-158653403	chr6:158652903-158653403	region	TBX21_direct_+/+		1
region:chr6:16483463-16483963	chr6:16483463-16483963	region	LEF1_direct_-/-;TCF7_direct_-/-		1
region:chr6:29748850-29749350	chr6:29748850-29749350	region	FOXO1_direct_-/+		1
region:chr6:29752970-29753470	chr6:29752970-29753470	region	FOXO1_direct_-/+		1
region:chr6:31592814-31593314	chr6:31592814-31593314	region	FOXO1_direct_-/+		1
region:chr6:31727402-31727902	chr6:31727402-31727902	region	FOXO1_direct_-/+		1
region:chr6:31734750-31735250	chr6:31734750-31735250	region	FOXO1_direct_-/+		2
region:chr6:31736111-31736611	chr6:31736111-31736611	region	FOXO1_direct_-/+		2
region:chr6:32845277-32845777	chr6:32845277-32845777	region	FOXO1_direct_-/+		1
region:chr6:32969091-32969591	chr6:32969091-32969591	region	FOXO1_direct_-/+		1
region:chr6:33322006-33322506	chr6:33322006-33322506	region	RUNX3_direct_+/+		1
region:chr7:27739878-27740378	chr7:27739878-27740378	region	LEF1_direct_-/-		1
region:chr7:45110635-45111135	chr7:45110635-45111135	region	LEF1_direct_-/-;TCF7_direct_-/-		1
region:chr7:5643268-5643768	chr7:5643268-5643768	region	RUNX3_direct_+/+		1
region:chr7:5656110-5656610	chr7:5656110-5656610	region	RUNX3_direct_+/+		1
region:chr7:77354452-77354952	chr7:77354452-77354952	region	LEF1_direct_-/-;TCF7_direct_-/-		1
region:chr8:132979018-132979518	chr8:132979018-132979518	region	TCF7_direct_-/-		1
region:chr8:133016479-133016979	chr8:133016479-133016979	region	TCF7_direct_-/-		1
region:chr8:27378651-27379151	chr8:27378651-27379151	region	TCF7_direct_-/-		1
region:chr9:114385560-114386060	chr9:114385560-114386060	region	RUNX3_direct_+/+		1
region:chr9:133374608-133375108	chr9:133374608-133375108	region	RUNX3_direct_+/+		1
region:chr9:16870526-16871026	chr9:16870526-16871026	region	TBX21_direct_+/+		1
region:chr9:16871620-16872120	chr9:16871620-16872120	region	TBX21_direct_+/+		1
region:chr9:16884833-16885333	chr9:16884833-16885333	region	TBX21_direct_+/+		1
region:chr9:36150820-36151320	chr9:36150820-36151320	region	FOXO1_direct_-/+		1
region:chr9:99112973-99113473	chr9:99112973-99113473	region	TCF7_direct_-/-		1
region:chrX:153829965-153830465	chrX:153829965-153830465	region	FOXO1_direct_-/+		1
region:chrX:153934783-153935283	chrX:153934783-153935283	region	FOXO1_direct_-/+		1
region:chrX:65601463-65601963	chrX:65601463-65601963	region	FOXO1_direct_-/+		1
region:chrX:65723646-65724146	chrX:65723646-65724146	region	FOXO1_direct_-/+		1
region:chrX:65750607-65751107	chrX:65750607-65751107	region	FOXO1_direct_-/+		1
gene:ACTB	ACTB	gene	RUNX3_direct_+/+	0.9969969969970027	0
gene:ADGRG1	ADGRG1	gene	TBX21_direct_+/+	0.45945945945945815	0
gene:AKNA	AKNA	gene	RUNX3_direct_+/+	0.6546546546546554	0
gene:ANXA2	ANXA2	gene	LEF1_direct_-/-;TCF7_direct_-/-	0.4054054054054043	0
gene:APOBEC3C	APOBEC3C	gene	TBX21_direct_+/+	0.3753753753753744	0
gene:ARHGAP30	ARHGAP30	gene	FOXO1_direct_-/+	0.4474474474474462	0
gene:ATP5F1D	ATP5F1D	gene	FOXO1_direct_-/+	0.3843843843843834	0
gene:ATXN1	ATXN1	gene	LEF1_direct_-/-;TCF7_direct_-/-	0.6666666666666676	0
gene:BHLHE40	BHLHE40	gene	TBX21_direct_+/+	0.18018018018018	0
gene:BNC2	BNC2	gene	TBX21_direct_+/+	0.2552552552552548	0
gene:CAP1	CAP1	gene	FOXO1_direct_-/+;RUNX3_direct_+/+	0.6516516516516524	0
gene:CAPN2	CAPN2	gene	FOXO1_direct_-/+	0.4384384384384372	0
gene:CAST	CAST	gene	LEF1_direct_-/-;TCF7_direct_-/-	0.6426426426426433	0
gene:CCL5	CCL5	gene	RUNX3_direct_+/+;TBX21_direct_+/+	0.9009009009009052	0
gene:CD8A	CD8A	gene	RUNX3_direct_+/+	0.39939939939939834	0
gene:CFLAR	CFLAR	gene	LEF1_direct_-/-;TCF7_direct_-/-	0.6006006006006006	0
gene:CLIC1	CLIC1	gene	FOXO1_direct_-/+	0.7297297297297316	0
gene:CLTA	CLTA	gene	FOXO1_direct_-/+	0.2552552552552548	0
gene:CORO1A	CORO1A	gene	RUNX3_direct_+/+	0.8918918918918961	0
gene:CRIP1	CRIP1	gene	FOXO1_direct_-/+	0.5765765765765762	0
gene:CTSD	CTSD	gene	TCF7_direct_-/-	0.4174174174174163	0
gene:CTSW	CTSW	gene	RUNX3_direct_+/+	0.7627627627627651	0
gene:CYBA	CYBA	gene	LEF1_direct_-/-	0.9039039039039083	0
gene:DAXX	DAXX	gene	RUNX3_direct_+/+	0.2162162162162159	0
gene:DIAPH1	DIAPH1	gene	FOXO1_direct_-/+	0.6456456456456463	0
gene:EIF4G3	EIF4G3	gene	LEF1_direct_-/-	0.5015015015015001	0
gene:FLI1	FLI1	gene	TCF7_direct_-/-	0.5435435435435427	0
gene:GAPDH	GAPDH	gene	FOXO1_direct_-/+	0.753753753753756	0
gene:GSAP	GSAP	gene	LEF1_direct_-/-;TCF7_direct_-/-	0.45345345345345217	0
gene:GSE1	GSE1	gene	LEF1_direct_-/-;TCF7_direct_-/-	0.3483483483483475	0
gene:GZMA	GZMA	gene	TCF7_direct_-/-	0.8318318318318352	0
gene:GZMH	GZMH	gene	TBX21_direct_+/+	0.6036036036036037	0
gene:GZMM	GZMM	gene	RUNX3_direct_+/+	0.6846846846846859	0
gene:HLA-F	HLA-F	gene	FOXO1_direct_-/+	0.7027027027027042	0
gene:HSPA1A	HSPA1A	gene	FOXO1_direct_-/+	0.11411411411411417	0
gene:ID2	ID2	gene	TBX21_direct_+/+	0.693693693693695	0
gene:IFNG	IFNG	gene	TBX21_direct_+/+	0.19519519519519496	0
gene:IKZF2	IKZF2	gene	TBX21_direct_+/+	0.26126126126126076	0
gene:IL2RB	IL2RB	gene	TBX21_direct_+/+	0.42642642642642525	0
gene:INPP4A	INPP4A	gene	RUNX3_direct_+/+	0.6576576576576585	0
gene:INPP5D	INPP5D	gene	LEF1_direct_-/-	0.687687687687689	0
gene:IQGAP1	IQGAP1	gene	LEF1_direct_-/-;TCF7_direct_-/-	0.7027027027027042	0
gene:JAZF1	JAZF1	gene	LEF1_direct_-/-	0.5855855855855854	0
gene:KLHDC4	KLHDC4	gene	RUNX3_direct_+/+	0.26726726726726674	0
gene:KLRC3	KLRC3	gene	RUNX3_direct_+/+	0.10810810810810816	0
gene:KLRK1	KLRK1	gene	RUNX3_direct_+/+;TBX21_direct_+/+	0.6036036036036037	0
gene:LCP1	LCP1	gene	LEF1_direct_-/-	0.7927927927927956	0
gene:LITAF	LITAF	gene	RUNX3_direct_+/+	0.6336336336336341	0
gene:LPCAT1	LPCAT1	gene	LEF1_direct_-/-	0.45345345345345217	0
gene:LPP	LPP	gene	LEF1_direct_-/-;TCF7_direct_-/-	0.693693693693695	0
gene:LSP1	LSP1	gene	TCF7_direct_-/-	0.5945945945945945	0
gene:MSN	MSN	gene	FOXO1_direct_-/+	0.7237237237237255	0
gene:MYO1F	MYO1F	gene	LEF1_direct_-/-;TCF7_direct_-/-	0.8138138138138169	0
gene:MYO1G	MYO1G	gene	LEF1_direct_-/-;TCF7_direct_-/-	0.4714714714714701	0
gene:OSBPL5	OSBPL5	gene	TCF7_direct_-/-	0.39039039039038936	0
gene:PDCD6IP	PDCD6IP	gene	TCF7_direct_-/-	0.3063063063063056	0
gene:PRELID1	PRELID1	gene	FOXO1_direct_-/+	0.3213213213213206	0
gene:PRR5	PRR5	gene	RUNX3_direct_+/+	0.3153153153153146	0
gene:PSMB9	PSMB9	gene	FOXO1_direct_-/+	0.6396396396396402	0
gene:PTK2B	PTK2B	gene	TCF7_direct_-/-	0.46546546546546413	0
gene:PYHIN1	PYHIN1	gene	TBX21_direct_+/+	0.7327327327327346	0
gene:RAC2	RAC2	gene	RUNX3_direct_+/+	0.7237237237237255	0
gene:RNF213	RNF213	gene	FOXO1_direct_-/+	0.9189189189189235	0
gene:RUNX3	RUNX3	gene	RUNX3_direct_+/+	0.7387387387387407	0
gene:SAMD3	SAMD3	gene	TBX21_direct_+/+	0.753753753753756	0
gene:SEC61B	SEC61B	gene	TCF7_direct_-/-	0.3753753753753744	0
gene:SH2D1B	SH2D1B	gene	RUNX3_direct_+/+	0.1531531531531531	0
gene:SH3BGRL3	SH3BGRL3	gene	FOXO1_direct_-/+	0.8588588588588626	0
gene:SLA	SLA	gene	TCF7_direct_-/-	0.46546546546546413	0
gene:SLC15A4	SLC15A4	gene	TBX21_direct_+/+	0.2852852852852847	0
gene:SP140	SP140	gene	LEF1_direct_-/-	0.36636636636636544	0
gene:SPATA13	SPATA13	gene	FOXO1_direct_-/+	0.4804804804804791	0
gene:SQSTM1	SQSTM1	gene	FOXO1_direct_-/+	0.35735735735735646	0
gene:SRGN	SRGN	gene	FOXO1_direct_-/+	0.8648648648648687	0
gene:SSR4	SSR4	gene	FOXO1_direct_-/+	0.5255255255255245	0
gene:ST8SIA4	ST8SIA4	gene	LEF1_direct_-/-	0.3693693693693684	0
gene:ST8SIA6	ST8SIA6	gene	TBX21_direct_+/+	0.17717717717717701	0
gene:SURF4	SURF4	gene	RUNX3_direct_+/+	0.2522522522522518	0
gene:SYNE1	SYNE1	gene	TBX21_direct_+/+	0.8648648648648687	0
gene:TBC1D5	TBC1D5	gene	LEF1_direct_-/-	0.5885885885885884	0
gene:TBX21	TBX21	gene	TBX21_direct_+/+	0.3423423423423415	0
gene:TGFBR3	TGFBR3	gene	TBX21_direct_+/+	0.7477477477477499	0
gene:TMEM181	TMEM181	gene	TBX21_direct_+/+	0.39939939939939834	0
gene:TRIO	TRIO	gene	TCF7_direct_-/-	0.10810810810810816	0
gene:TSEN54	TSEN54	gene	RUNX3_direct_+/+	0.2882882882882877	0
gene:VASP	VASP	gene	LEF1_direct_-/-	0.3183183183183176	0
gene:XCL2	XCL2	gene	TBX21_direct_+/+	0.23123123123123085	0
