id	label	node_type	eregulons	detected_fraction	n_targets
region:chr1:157653045-157653545	chr1:157653045-157653545	region	SPIB_direct_+/+		1
region:chr1:160204372-160204872	chr1:160204372-160204872	region	POU2AF1_direct_+/+		1
region:chr1:167328748-167329248	chr1:167328748-167329248	region	POU2AF1_direct_+/+		1
region:chr1:178726143-178726643	chr1:178726143-178726643	region	SPIB_direct_+/+		1
region:chr21:33374362-33374862	chr21:33374362-33374862	region	ZEB1_direct_-/+		1
region:chr2:100113996-100114496	chr2:100113996-100114496	region	BCL11A_direct_+/+;SPIB_direct_+/+		1
region:chr2:100142369-100142869	chr2:100142369-100142869	region	BCL11A_direct_+/+;SPIB_direct_+/+		1
region:chr2:100247477-100247977	chr2:100247477-100247977	region	BCL11A_direct_+/+;SPIB_direct_+/+		1
region:chr2:17749778-17750278	chr2:17749778-17750278	region	SPIB_direct_+/+		2
region:chr2:17804382-17804882	chr2:17804382-17804882	region	SPIB_direct_+/+		2
region:chr2:60317805-60318305	chr2:60317805-60318305	region	BCL11A_direct_+/+		1
region:chr2:60350837-60351337	chr2:60350837-60351337	region	BCL11A_direct_+/+		1
region:chr3:108124334-108124834	chr3:108124334-108124834	region	POU2AF1_direct_+/+		1
region:chr3:129439391-129439891	chr3:129439391-129439891	region	SPIB_direct_+/+		1
region:chr3:129577917-129578417	chr3:129577917-129578417	region	SPIB_direct_+/+		1
region:chr3:170037765-170038265	chr3:170037765-170038265	region	SPIB_direct_+/+		1
region:chr3:170044886-170045386	chr3:170044886-170045386	region	SPIB_direct_+/+		1
region:chr3:170154378-170154878	chr3:170154378-170154878	region	SPIB_direct_+/+		1
region:chr3:39108297-39108797	chr3:39108297-39108797	region	ZEB1_direct_-/+		1
region:chr3:4984030-4984530	chr3:4984030-4984530	region	BCL11A_direct_+/+		1
region:chr4:78749961-78750461	chr4:78749961-78750461	region	POU2AF1_direct_+/+		1
region:chr4:90071723-90072223	chr4:90071723-90072223	region	POU2AF1_direct_+/+		1
region:chr5:119341566-119342066	chr5:119341566-119342066	region	POU2AF1_direct_+/+		1
region:chr5:126808415-126808915	chr5:126808415-126808915	region	SPIB_direct_+/+		1
region:chr5:151080785-151081285	chr5:151080785-151081285	region	SPIB_direct_+/+		1
region:chr5:151085794-151086294	chr5:151085794-151086294	region	SPIB_direct_+/+		1
region:chr5:151214534-151215034	chr5:151214534-151215034	region	SPIB_direct_+/+		1
region:chr5:75716736-75717236	chr5:75716736-75717236	region	KLF3_direct_-/+		1
region:chr5:88732198-88732698	chr5:88732198-88732698	region	BCL11A_direct_+/+		1
region:chr5:88827114-88827614	chr5:88827114-88827614	region	BCL11A_direct_+/+		1
region:chr6:106637795-106638295	chr6:106637795-106638295	region	POU2AF1_direct_+/+		1
region:chr6:32437334-32437834	chr6:32437334-32437834	region	BCL11A_direct_+/+		1
region:chr6:32439566-32440066	chr6:32439566-32440066	region	BCL11A_direct_+/+		1
region:chr6:32584026-32584526	chr6:32584026-32584526	region	BCL11A_direct_+/+		1
region:chr6:32815869-32816369	chr6:32815869-32816369	region	POU2AF1_direct_+/+;SPIB_direct_+/+		2
region:chr6:32944332-32944832	chr6:32944332-32944832	region	BCL11A_direct_+/+		1
region:chr6:32945205-32945705	chr6:32945205-32945705	region	SPIB_direct_+/+		1
region:chr6:32970053-32970553	chr6:32970053-32970553	region	KLF3_direct_-/+		1
region:chr6:33027788-33028288	chr6:33027788-33028288	region	BCL11A_direct_+/+		1
region:chr6:33073455-33073955	chr6:33073455-33073955	region	BCL11A_direct_+/+		1
region:chr6:33114299-33114799	chr6:33114299-33114799	region	BCL11A_direct_+/+;SPIB_direct_+/+		2
region:chr6:69881729-69882229	chr6:69881729-69882229	region	POU2AF1_direct_+/+		1
region:chr7:2237237-2237737	chr7:2237237-2237737	region	SPIB_direct_+/+		1
region:chr7:2261561-2262061	chr7:2261561-2262061	region	SPIB_direct_+/+		1
region:chr7:5397070-5397570	chr7:5397070-5397570	region	KLF3_direct_-/+		1
region:chr7:5556308-5556808	chr7:5556308-5556808	region	KLF3_direct_-/+		1
region:chr7:69598129-69598629	chr7:69598129-69598629	region	POU2AF1_direct_+/+		1
region:chr7:90596243-90596743	chr7:90596243-90596743	region	SPIB_direct_+/+		1
region:chr8:11491859-11492359	chr8:11491859-11492359	region	BCL11A_direct_+/+;POU2AF1_direct_+/+;SPIB_direct_+/+		1
region:chr8:38900179-38900679	chr8:38900179-38900679	region	POU2AF1_direct_+/+		1
region:chr9:109972119-109972619	chr9:109972119-109972619	region	BCL11A_direct_+/+		1
region:chr9:109974364-109974864	chr9:109974364-109974864	region	BCL11A_direct_+/+		1
region:chr9:123174809-123175309	chr9:123174809-123175309	region	BCL11A_direct_+/+		1
region:chr9:123340392-123340892	chr9:123340392-123340892	region	BCL11A_direct_+/+		1
region:chr9:128829572-128830072	chr9:128829572-128830072	region	KLF3_direct_-/+		1
region:chr9:37027492-37027992	chr9:37027492-37027992	region	KLF3_direct_-/+		1
region:chr9:37197099-37197599	chr9:37197099-37197599	region	BCL11A_direct_+/+;SPIB_direct_+/+		1
region:chr9:37371120-37371620	chr9:37371120-37371620	region	POU2AF1_direct_+/+		1
region:chr9:68704944-68705444	chr9:68704944-68705444	region	SPIB_direct_+/+		1
region:chr9:69121913-69122413	chr9:69121913-69122413	region	SPIB_direct_+/+		1
region:chrX:46754288-46754788	chrX:46754288-46754788	region	BCL11A_direct_+/+		1
gene:ACTB	ACTB	gene	KLF3_direct_-/+	0.9999999999999996	0
gene:AFF3	AFF3	gene	BCL11A_direct_+/+;SPIB_direct_+/+	0.9999999999999996	0
gene:ANGPTL1	ANGPTL1	gene	SPIB_direct_+/+	0.13043478260869565	0
gene:ARHGAP42	ARHGAP42	gene	SPIB_direct_+/+	0.17391304347826086	0
gene:ARID5B	ARID5B	gene	POU2AF1_direct_+/+	0.17391304347826086	0
gene:AUTS2	AUTS2	gene	POU2AF1_direct_+/+	0.9565217391304344	0
gene:BCL11A	BCL11A	gene	BCL11A_direct_+/+	0.9565217391304344	0
gene:BLK	BLK	gene	BCL11A_direct_+/+;POU2AF1_direct_+/+;SPIB_direct_+/+	0.5217391304347825	0
gene:BLNK	BLNK	gene	BCL11A_direct_+/+	0.869565217391304	0
gene:BMP2K	BMP2K	gene	POU2AF1_direct_+/+	0.34782608695652173	0
gene:C12orf42	C12orf42	gene	BCL11A_direct_+/+	0.13043478260869565	0
gene:CCSER1	CCSER1	gene	POU2AF1_direct_+/+	0.13043478260869565	0
gene:CD82	CD82	gene	POU2AF1_direct_+/+	0.13043478260869565	0
gene:CDK14	CDK14	gene	SPIB_direct_+/+	0.13043478260869565	0
gene:DCAF8	DCAF8	gene	POU2AF1_direct_+/+	0.2608695652173913	0
gene:DENND5B	DENND5B	gene	SPIB_direct_+/+	0.4347826086956521	0
gene:DMXL1	DMXL1	gene	POU2AF1_direct_+/+	0.7391304347826084	0
gene:EPS15L1	EPS15L1	gene	POU2AF1_direct_+/+	0.21739130434782608	0
gene:FCRL5	FCRL5	gene	SPIB_direct_+/+	0.13043478260869565	0
gene:GABARAP	GABARAP	gene	KLF3_direct_-/+	0.7826086956521736	0
gene:GEN1	GEN1	gene	SPIB_direct_+/+	0.30434782608695654	0
gene:GLYR1	GLYR1	gene	KLF3_direct_-/+	0.3913043478260869	0
gene:GNG7	GNG7	gene	POU2AF1_direct_+/+	0.6956521739130432	0
gene:GPR160	GPR160	gene	SPIB_direct_+/+	0.13043478260869565	0
gene:HLA-DMA	HLA-DMA	gene	BCL11A_direct_+/+;POU2AF1_direct_+/+;SPIB_direct_+/+	0.652173913043478	0
gene:HLA-DPB1	HLA-DPB1	gene	BCL11A_direct_+/+	0.9565217391304344	0
gene:HLA-DQA1	HLA-DQA1	gene	BCL11A_direct_+/+	0.869565217391304	0
gene:HLA-DQB1	HLA-DQB1	gene	POU2AF1_direct_+/+	0.9565217391304344	0
gene:HLA-DRB1	HLA-DRB1	gene	BCL11A_direct_+/+	0.9565217391304344	0
gene:HSH2D	HSH2D	gene	POU2AF1_direct_+/+	0.3913043478260869	0
gene:HVCN1	HVCN1	gene	BCL11A_direct_+/+	0.4782608695652173	0
gene:IFNAR2	IFNAR2	gene	ZEB1_direct_-/+	0.7826086956521736	0
gene:IFT57	IFT57	gene	POU2AF1_direct_+/+	0.17391304347826086	0
gene:IGHD	IGHD	gene	BCL11A_direct_+/+	0.13043478260869565	0
gene:ITPR1	ITPR1	gene	BCL11A_direct_+/+	0.9565217391304344	0
gene:LMBRD1	LMBRD1	gene	POU2AF1_direct_+/+	0.5217391304347825	0
gene:MARCH3	MARCH3	gene	SPIB_direct_+/+	0.13043478260869565	0
gene:MBD4	MBD4	gene	SPIB_direct_+/+	0.30434782608695654	0
gene:MEF2C	MEF2C	gene	BCL11A_direct_+/+	0.9565217391304344	0
gene:NIBAN3	NIBAN3	gene	BCL11A_direct_+/+	0.9565217391304344	0
gene:OSGEP	OSGEP	gene	ZEB1_direct_-/+	0.30434782608695654	0
gene:PALM2-AKAP2	PALM2-AKAP2	gene	BCL11A_direct_+/+	0.2608695652173913	0
gene:PIP5K1B	PIP5K1B	gene	SPIB_direct_+/+	0.30434782608695654	0
gene:PLEKHA2	PLEKHA2	gene	POU2AF1_direct_+/+	0.5652173913043477	0
gene:PNKP	PNKP	gene	ZEB1_direct_-/+	0.21739130434782608	0
gene:POLK	POLK	gene	KLF3_direct_-/+	0.4347826086956521	0
gene:POU2F1	POU2F1	gene	POU2AF1_direct_+/+	0.4347826086956521	0
gene:POU2F2	POU2F2	gene	BCL11A_direct_+/+	0.34782608695652173	0
gene:PPP1R14A	PPP1R14A	gene	SPIB_direct_+/+	0.17391304347826086	0
gene:PSMB8	PSMB8	gene	KLF3_direct_-/+	0.6086956521739129	0
gene:QRSL1	QRSL1	gene	POU2AF1_direct_+/+	0.34782608695652173	0
gene:RNASEK	RNASEK	gene	KLF3_direct_-/+	0.7826086956521736	0
gene:SET	SET	gene	KLF3_direct_-/+	0.7391304347826084	0
gene:SLC9A7	SLC9A7	gene	BCL11A_direct_+/+	0.8260869565217388	0
gene:SMC6	SMC6	gene	SPIB_direct_+/+	0.9565217391304344	0
gene:SNX8	SNX8	gene	SPIB_direct_+/+	0.17391304347826086	0
gene:SPIB	SPIB	gene	POU2AF1_direct_+/+;SPIB_direct_+/+	0.8260869565217388	0
gene:STRBP	STRBP	gene	BCL11A_direct_+/+	0.869565217391304	0
gene:TNIP1	TNIP1	gene	SPIB_direct_+/+	0.3913043478260869	0
gene:WDFY4	WDFY4	gene	BCL11A_direct_+/+	0.9999999999999996	0
gene:WDR48	WDR48	gene	ZEB1_direct_-/+	0.4347826086956521	0
gene:ZCCHC7	ZCCHC7	gene	BCL11A_direct_+/+;KLF3_direct_-/+;POU2AF1_direct_+/+;SPIB_direct_+/+	0.5217391304347825	0
gene:ZNF490	ZNF490	gene	SPIB_direct_+/+	0.21739130434782608	0
