id	label	node_type	eregulons	detected_fraction	n_targets
region:chr3:129305616-129306116	chr3:129305616-129306116	region	SPIB_direct_+/+		1
region:chr3:129439391-129439891	chr3:129439391-129439891	region	SPIB_direct_+/+		1
region:chr3:129526046-129526546	chr3:129526046-129526546	region	SPIB_direct_+/+		1
region:chr3:129577917-129578417	chr3:129577917-129578417	region	SPIB_direct_+/+		1
region:chr3:31917208-31917708	chr3:31917208-31917708	region	POU2AF1_direct_+/+		1
region:chr3:31952157-31952657	chr3:31952157-31952657	region	BCL11A_direct_+/+;SPIB_direct_+/+		1
region:chr4:101790443-101790943	chr4:101790443-101790943	region	BCL11A_direct_+/+;SPIB_direct_+/+		1
region:chr4:101813555-101814055	chr4:101813555-101814055	region	SPIB_direct_+/+		1
region:chr4:101862508-101863008	chr4:101862508-101863008	region	BCL11A_direct_+/+;SPIB_direct_+/+		1
region:chr4:25904297-25904797	chr4:25904297-25904797	region	BCL11A_direct_+/+		1
region:chr4:90071723-90072223	chr4:90071723-90072223	region	POU2AF1_direct_+/+		1
region:chr5:10632135-10632635	chr5:10632135-10632635	region	POU2AF1_direct_+/+		1
region:chr5:158676611-158677111	chr5:158676611-158677111	region	BCL11A_direct_+/+;SPIB_direct_+/+		1
region:chr5:158953893-158954393	chr5:158953893-158954393	region	BCL11A_direct_+/+		1
region:chr5:158958206-158958706	chr5:158958206-158958706	region	POU2AF1_direct_+/+;SPIB_direct_+/+		1
region:chr5:159052414-159052914	chr5:159052414-159052914	region	SPIB_direct_+/+		1
region:chr5:159083959-159084459	chr5:159083959-159084459	region	SPIB_direct_+/+		1
region:chr5:159155921-159156421	chr5:159155921-159156421	region	BCL11A_direct_+/+;SPIB_direct_+/+		1
region:chr5:88732198-88732698	chr5:88732198-88732698	region	BCL11A_direct_+/+		1
region:chr5:88827114-88827614	chr5:88827114-88827614	region	BCL11A_direct_+/+		1
region:chr6:150599580-150600080	chr6:150599580-150600080	region	BCL11A_direct_+/+		1
region:chr6:150622895-150623395	chr6:150622895-150623395	region	BCL11A_direct_+/+		1
region:chr6:150631507-150632007	chr6:150631507-150632007	region	BCL11A_direct_+/+		1
region:chr6:150641318-150641818	chr6:150641318-150641818	region	BCL11A_direct_+/+		1
region:chr6:150689986-150690486	chr6:150689986-150690486	region	BCL11A_direct_+/+		1
region:chr6:150765331-150765831	chr6:150765331-150765831	region	BCL11A_direct_+/+		1
region:chr6:32584026-32584526	chr6:32584026-32584526	region	BCL11A_direct_+/+		1
region:chr6:32638500-32639000	chr6:32638500-32639000	region	BCL11A_direct_+/+		1
region:chr7:90595549-90596049	chr7:90595549-90596049	region	SPIB_direct_+/+		1
region:chr7:90596243-90596743	chr7:90596243-90596743	region	SPIB_direct_+/+		1
region:chr7:90600139-90600639	chr7:90600139-90600639	region	SPIB_direct_+/+		1
region:chr7:90709710-90710210	chr7:90709710-90710210	region	SPIB_direct_+/+		1
region:chr8:11491859-11492359	chr8:11491859-11492359	region	BCL11A_direct_+/+;POU2AF1_direct_+/+		1
region:chr8:11538925-11539425	chr8:11538925-11539425	region	POU2AF1_direct_+/+		1
region:chr8:24297755-24298255	chr8:24297755-24298255	region	BCL11A_direct_+/+		1
region:chr8:24330388-24330888	chr8:24330388-24330888	region	BCL11A_direct_+/+		1
region:chr8:94978851-94979351	chr8:94978851-94979351	region	POU2AF1_direct_+/+		1
region:chr8:95073054-95073554	chr8:95073054-95073554	region	POU2AF1_direct_+/+		1
region:chr9:36993820-36994320	chr9:36993820-36994320	region	BCL11A_direct_+/+		1
region:chr9:37004430-37004930	chr9:37004430-37004930	region	BCL11A_direct_+/+;POU2AF1_direct_+/+;SPIB_direct_+/+		1
region:chr9:37028948-37029448	chr9:37028948-37029448	region	BCL11A_direct_+/+;SPIB_direct_+/+		1
region:chr9:37032645-37033145	chr9:37032645-37033145	region	BCL11A_direct_+/+		1
region:chr9:37034102-37034602	chr9:37034102-37034602	region	BCL11A_direct_+/+;SPIB_direct_+/+		1
region:chr9:37034641-37035141	chr9:37034641-37035141	region	SPIB_direct_+/+		1
region:chr9:37120183-37120683	chr9:37120183-37120683	region	SPIB_direct_+/-		1
region:chr9:68643733-68644233	chr9:68643733-68644233	region	SPIB_direct_+/+		1
region:chr9:68704944-68705444	chr9:68704944-68705444	region	SPIB_direct_+/+		1
region:chr9:68708382-68708882	chr9:68708382-68708882	region	SPIB_direct_+/+		1
region:chr9:68919535-68920035	chr9:68919535-68920035	region	SPIB_direct_+/+		1
region:chr9:69121913-69122413	chr9:69121913-69122413	region	SPIB_direct_+/+		1
gene:ADAM28	ADAM28	gene	BCL11A_direct_+/+	0.7265917602996268	0
gene:AFF3	AFF3	gene	BCL11A_direct_+/+;SPIB_direct_+/+	0.9737827715355825	0
gene:AIM2	AIM2	gene	POU2AF1_direct_+/+	0.3483146067415735	0
gene:ANGPTL1	ANGPTL1	gene	SPIB_direct_+/+	0.49812734082397087	0
gene:ANKRD33B	ANKRD33B	gene	POU2AF1_direct_+/+	0.1273408239700374	0
gene:BANK1	BANK1	gene	BCL11A_direct_+/+;SPIB_direct_+/+	0.9850187265917623	0
gene:BCL11A	BCL11A	gene	BCL11A_direct_+/+	0.7490636704119864	0
gene:BLK	BLK	gene	BCL11A_direct_+/+;POU2AF1_direct_+/+	0.8239700374531851	0
gene:BLNK	BLNK	gene	BCL11A_direct_+/+	0.6067415730337089	0
gene:CCSER1	CCSER1	gene	POU2AF1_direct_+/+	0.49812734082397087	0
gene:CD22	CD22	gene	BCL11A_direct_+/+;POU2AF1_direct_+/+	0.7528089887640463	0
gene:CD79B	CD79B	gene	BCL11A_direct_+/+;POU2AF1_direct_+/+	0.8052434456928854	0
gene:CDK14	CDK14	gene	SPIB_direct_+/+	0.7041198501872672	0
gene:CLECL1	CLECL1	gene	SPIB_direct_+/+;SPIB_direct_+/-	0.19850187265917615	0
gene:DENND5B	DENND5B	gene	SPIB_direct_+/+	0.5355805243445702	0
gene:EBF1	EBF1	gene	BCL11A_direct_+/+;POU2AF1_direct_+/+;SPIB_direct_+/+	0.8352059925093649	0
gene:EPS15L1	EPS15L1	gene	POU2AF1_direct_+/+	0.3146067415730341	0
gene:FCHSD2	FCHSD2	gene	POU2AF1_direct_+/+	0.8988764044943838	0
gene:FCRL1	FCRL1	gene	BCL11A_direct_+/+	0.8614232209737844	0
gene:FCRL2	FCRL2	gene	POU2AF1_direct_+/+;SPIB_direct_+/+	0.3895131086142328	0
gene:FCRLA	FCRLA	gene	SPIB_direct_+/+	0.3408239700374536	0
gene:GNG7	GNG7	gene	POU2AF1_direct_+/+	0.7340823970037467	0
gene:GUCD1	GUCD1	gene	SPIB_direct_+/+;SPIB_direct_+/-	0.17228464419475661	0
gene:HLA-DQA1	HLA-DQA1	gene	BCL11A_direct_+/+	0.8951310861423238	0
gene:KIAA0040	KIAA0040	gene	POU2AF1_direct_+/+	0.3408239700374536	0
gene:MBD4	MBD4	gene	SPIB_direct_+/+	0.4382022471910119	0
gene:MEF2C	MEF2C	gene	BCL11A_direct_+/+	0.8913857677902639	0
gene:MS4A1	MS4A1	gene	BCL11A_direct_+/+	0.9325842696629232	0
gene:NIBAN3	NIBAN3	gene	BCL11A_direct_+/+	0.7453183520599265	0
gene:OSBPL10	OSBPL10	gene	BCL11A_direct_+/+;POU2AF1_direct_+/+;SPIB_direct_+/+	0.8164794007490652	0
gene:PAWR	PAWR	gene	SPIB_direct_+/+	0.3258426966292139	0
gene:PAX5	PAX5	gene	BCL11A_direct_+/+;POU2AF1_direct_+/+;SPIB_direct_+/+;SPIB_direct_+/-	0.9176029962546834	0
gene:PIP5K1B	PIP5K1B	gene	SPIB_direct_+/+	0.45318352059925165	0
gene:PLEKHG1	PLEKHG1	gene	BCL11A_direct_+/+	0.659176029962548	0
gene:RABEP2	RABEP2	gene	SPIB_direct_+/+	0.4119850187265924	0
gene:RALGPS2	RALGPS2	gene	BCL11A_direct_+/+;POU2AF1_direct_+/+;SPIB_direct_+/+	0.9737827715355825	0
gene:SEL1L3	SEL1L3	gene	BCL11A_direct_+/+	0.827715355805245	0
gene:SLAMF6	SLAMF6	gene	POU2AF1_direct_+/+	0.3370786516853937	0
gene:SMC6	SMC6	gene	SPIB_direct_+/+	0.5168539325842705	0
gene:SPIB	SPIB	gene	SPIB_direct_+/+	0.3595505617977533	0
gene:SSPN	SSPN	gene	POU2AF1_direct_+/+	0.18726591760299635	0
gene:TLE3	TLE3	gene	POU2AF1_direct_+/+	0.22097378277153576	0
gene:TNFRSF13C	TNFRSF13C	gene	SPIB_direct_+/+	0.434456928838952	0
gene:TP53INP1	TP53INP1	gene	POU2AF1_direct_+/+	0.19101123595505629	0
gene:WDFY4	WDFY4	gene	BCL11A_direct_+/+;POU2AF1_direct_+/+	0.7228464419475669	0
