id	label	node_type	eregulons	detected_fraction	n_targets
region:chr18:9910571-9911071	chr18:9910571-9911071	region	SPI1_direct_+/+		1
region:chr19:10717612-10718112	chr19:10717612-10718112	region	SPI1_direct_+/-		1
region:chr19:10759658-10760158	chr19:10759658-10760158	region	SPI1_direct_+/-		1
region:chr19:10777271-10777771	chr19:10777271-10777771	region	SPI1_direct_+/+		1
region:chr19:10780258-10780758	chr19:10780258-10780758	region	SPI1_direct_+/+		1
region:chr19:10784196-10784696	chr19:10784196-10784696	region	SPI1_direct_+/+		1
region:chr19:10805385-10805885	chr19:10805385-10805885	region	SPI1_direct_+/+		1
region:chr19:10809761-10810261	chr19:10809761-10810261	region	SPI1_direct_+/+		1
region:chr19:10813029-10813529	chr19:10813029-10813529	region	SPI1_direct_+/+		1
region:chr19:10848174-10848674	chr19:10848174-10848674	region	SPI1_direct_+/+		1
region:chr19:10928483-10928983	chr19:10928483-10928983	region	SPI1_direct_+/-		1
region:chr19:14661411-14661911	chr19:14661411-14661911	region	TCF7L2_direct_+/+		1
region:chr19:18392397-18392897	chr19:18392397-18392897	region	TCF7L2_direct_+/+		1
region:chr19:54208068-54208568	chr19:54208068-54208568	region	RXRA_direct_+/+		1
region:chr19:54209701-54210201	chr19:54209701-54210201	region	KLF4_direct_+/+		1
region:chr19:54593472-54593972	chr19:54593472-54593972	region	TCF7L2_direct_+/+		1
region:chr19:54630144-54630644	chr19:54630144-54630644	region	TCF7L2_direct_+/+		1
region:chr19:54643475-54643975	chr19:54643475-54643975	region	TCF7L2_direct_+/+		1
region:chr1:11960666-11961166	chr1:11960666-11961166	region	SPI1_direct_+/+		1
region:chr1:11985793-11986293	chr1:11985793-11986293	region	SPI1_direct_+/+		1
region:chr1:12020082-12020582	chr1:12020082-12020582	region	SPI1_direct_+/+		1
region:chr1:12143152-12143652	chr1:12143152-12143652	region	SPI1_direct_+/+		1
region:chr1:12143654-12144154	chr1:12143654-12144154	region	SPI1_direct_+/+		1
region:chr1:12153199-12153699	chr1:12153199-12153699	region	SPI1_direct_+/+		1
region:chr1:12157800-12158300	chr1:12157800-12158300	region	SPI1_direct_+/+		1
region:chr1:12180230-12180730	chr1:12180230-12180730	region	SPI1_direct_+/+		1
region:chr1:12184150-12184650	chr1:12184150-12184650	region	SPI1_direct_+/+		1
region:chr1:12196576-12197076	chr1:12196576-12197076	region	SPI1_direct_+/+		1
region:chr1:12229759-12230259	chr1:12229759-12230259	region	SPI1_direct_+/-		1
region:chr1:157106202-157106702	chr1:157106202-157106702	region	KLF4_direct_+/+		1
region:chr1:212752535-212753035	chr1:212752535-212753035	region	KLF4_direct_+/+		1
region:chr1:248804914-248805414	chr1:248804914-248805414	region	RXRA_direct_+/+		1
region:chr1:248807058-248807558	chr1:248807058-248807558	region	RXRA_direct_+/+		1
region:chr1:248838078-248838578	chr1:248838078-248838578	region	RXRA_direct_+/+		1
region:chr1:88983814-88984314	chr1:88983814-88984314	region	RXRA_direct_+/+		1
region:chr20:23655765-23656265	chr20:23655765-23656265	region	SPI1_direct_+/+		1
region:chr20:32040126-32040626	chr20:32040126-32040626	region	RXRA_direct_+/+		1
region:chr20:32051198-32051698	chr20:32051198-32051698	region	RXRA_direct_+/+		1
region:chr20:32062761-32063261	chr20:32062761-32063261	region	RXRA_direct_+/+		1
region:chr20:32111726-32112226	chr20:32111726-32112226	region	RXRA_direct_+/+		1
region:chr20:32112818-32113318	chr20:32112818-32113318	region	RXRA_direct_+/+		1
region:chr20:40571724-40572224	chr20:40571724-40572224	region	RXRA_direct_+/+		1
region:chr20:40689916-40690416	chr20:40689916-40690416	region	RXRA_direct_+/+		1
region:chr20:40779001-40779501	chr20:40779001-40779501	region	RXRA_direct_+/+		1
region:chr20:41003387-41003887	chr20:41003387-41003887	region	KLF4_direct_+/+		1
region:chr20:41047885-41048385	chr20:41047885-41048385	region	KLF4_direct_+/+		1
region:chr21:33199790-33200290	chr21:33199790-33200290	region	RXRA_direct_+/+		1
region:chr21:33265708-33266208	chr21:33265708-33266208	region	RXRA_direct_+/+		1
region:chr2:173005713-173006213	chr2:173005713-173006213	region	SPI1_direct_+/+		1
region:chr2:173043368-173043868	chr2:173043368-173043868	region	SPI1_direct_+/+		1
region:chr2:173075626-173076126	chr2:173075626-173076126	region	SPI1_direct_+/+		1
region:chr2:173076383-173076883	chr2:173076383-173076883	region	SPI1_direct_+/+		1
region:chr2:229287762-229288262	chr2:229287762-229288262	region	RXRA_direct_+/+		1
region:chr2:229409004-229409504	chr2:229409004-229409504	region	RXRA_direct_+/+		1
region:chr2:40394488-40394988	chr2:40394488-40394988	region	RXRA_direct_+/+		1
region:chr2:40450024-40450524	chr2:40450024-40450524	region	RXRA_direct_+/+		1
region:chr2:40455516-40456016	chr2:40455516-40456016	region	KLF4_direct_+/+;RXRA_direct_+/+		1
region:chr2:40558720-40559220	chr2:40558720-40559220	region	RXRA_direct_+/+		1
region:chr3:187773186-187773686	chr3:187773186-187773686	region	KLF4_direct_+/+		1
region:chr3:38009948-38010448	chr3:38009948-38010448	region	KLF4_direct_+/+		1
region:chr4:152643399-152643899	chr4:152643399-152643899	region	KLF4_direct_+/+		1
region:chr4:152663052-152663552	chr4:152663052-152663552	region	KLF4_direct_+/+		1
region:chr4:153661361-153661861	chr4:153661361-153661861	region	KLF4_direct_+/+		1
region:chr4:158817906-158818406	chr4:158817906-158818406	region	TCF7L2_direct_+/+		1
region:chr5:150058683-150059183	chr5:150058683-150059183	region	TCF7L2_direct_+/+		1
region:chr5:94618419-94618919	chr5:94618419-94618919	region	SPI1_direct_+/-		1
region:chr5:95048620-95049120	chr5:95048620-95049120	region	SPI1_direct_+/+		1
region:chr5:95069806-95070306	chr5:95069806-95070306	region	SPI1_direct_+/+		1
region:chr5:95081424-95081924	chr5:95081424-95081924	region	SPI1_direct_+/+		1
region:chr6:108742032-108742532	chr6:108742032-108742532	region	TCF7L2_direct_+/+		1
region:chr6:144150134-144150634	chr6:144150134-144150634	region	KLF4_direct_+/+		1
region:chr6:18171792-18172292	chr6:18171792-18172292	region	SPI1_direct_+/+		1
region:chr6:18179908-18180408	chr6:18179908-18180408	region	SPI1_direct_+/+		1
region:chr6:18329672-18330172	chr6:18329672-18330172	region	SPI1_direct_+/+		1
region:chr6:18330563-18331063	chr6:18330563-18331063	region	SPI1_direct_+/+		1
region:chr6:18501601-18502101	chr6:18501601-18502101	region	TCF7L2_direct_+/+		1
region:chr6:31586511-31587011	chr6:31586511-31587011	region	TCF7L2_direct_+/+		2
region:chr7:106344765-106345265	chr7:106344765-106345265	region	KLF4_direct_+/+		1
region:chr7:139828939-139829439	chr7:139828939-139829439	region	KLF4_direct_+/+		1
region:chr7:139830959-139831459	chr7:139830959-139831459	region	KLF4_direct_+/+		1
region:chr7:150665852-150666352	chr7:150665852-150666352	region	RXRA_direct_+/+		1
region:chr7:150785340-150785840	chr7:150785340-150785840	region	RXRA_direct_+/+		1
region:chr7:150787590-150788090	chr7:150787590-150788090	region	RXRA_direct_+/+		1
region:chr7:28684536-28685036	chr7:28684536-28685036	region	TCF7L2_direct_+/+		1
region:chr7:43876116-43876616	chr7:43876116-43876616	region	TCF7L2_direct_+/+		1
region:chr8:115451426-115451926	chr8:115451426-115451926	region	KLF4_direct_+/+		1
region:chr8:117881503-117882003	chr8:117881503-117882003	region	RXRA_direct_+/+		1
region:chr8:117989383-117989883	chr8:117989383-117989883	region	RXRA_direct_+/+		1
region:chr8:118060746-118061246	chr8:118060746-118061246	region	RXRA_direct_+/+		1
region:chr8:118108667-118109167	chr8:118108667-118109167	region	RXRA_direct_+/+		1
region:chr8:89759076-89759576	chr8:89759076-89759576	region	KLF4_direct_+/+		1
region:chr9:134195457-134195957	chr9:134195457-134195957	region	RXRA_direct_+/+		1
region:chr9:134341252-134341752	chr9:134341252-134341752	region	RXRA_direct_+/+;TCF7L2_direct_+/+		1
region:chr9:134409236-134409736	chr9:134409236-134409736	region	TCF7L2_direct_+/+		1
region:chr9:134929107-134929607	chr9:134929107-134929607	region	RXRA_direct_+/+		1
region:chr9:134936713-134937213	chr9:134936713-134937213	region	RXRA_direct_+/+		1
region:chr9:87601217-87601717	chr9:87601217-87601717	region	SPI1_direct_+/+		1
region:chr9:87614317-87614817	chr9:87614317-87614817	region	SPI1_direct_+/+		1
region:chr9:87722288-87722788	chr9:87722288-87722788	region	SPI1_direct_+/+		1
region:chr9:87725918-87726418	chr9:87725918-87726418	region	SPI1_direct_+/+		1
region:chr9:87783099-87783599	chr9:87783099-87783599	region	SPI1_direct_+/+		1
region:chr9:87792702-87793202	chr9:87792702-87793202	region	SPI1_direct_+/+		1
region:chr9:87796051-87796551	chr9:87796051-87796551	region	SPI1_direct_+/+		1
region:chrX:23742338-23742838	chrX:23742338-23742838	region	SPI1_direct_+/+		1
region:chrX:23781151-23781651	chrX:23781151-23781651	region	SPI1_direct_+/+		1
region:chrX:23811102-23811602	chrX:23811102-23811602	region	SPI1_direct_+/+		1
region:chrX:23911212-23911712	chrX:23911212-23911712	region	SPI1_direct_+/+		1
region:chrX:48683505-48684005	chrX:48683505-48684005	region	RXRA_direct_+/+		1
gene:ADGRE2	ADGRE2	gene	TCF7L2_direct_+/+	0.7242524916943549	0
gene:AIF1	AIF1	gene	TCF7L2_direct_+/+	0.9568106312292401	0
gene:ARHGEF11	ARHGEF11	gene	KLF4_direct_+/+	0.3255813953488374	0
gene:ATF3	ATF3	gene	KLF4_direct_+/+	0.5149501661129582	0
gene:BCL6	BCL6	gene	KLF4_direct_+/+	0.47176079734219384	0
gene:BLVRA	BLVRA	gene	TCF7L2_direct_+/+	0.49501661129568236	0
gene:C19orf38	C19orf38	gene	SPI1_direct_+/+;SPI1_direct_+/-	0.29235880398671094	0
gene:C3AR1	C3AR1	gene	TCF7L2_direct_+/+	0.32225913621262475	0
gene:CD300C	CD300C	gene	TCF7L2_direct_+/+	0.15946843853820583	0
gene:COTL1	COTL1	gene	SPI1_direct_+/+;SPI1_direct_+/-	0.9601328903654528	0
gene:CPPED1	CPPED1	gene	SPI1_direct_+/+	0.8903654485049872	0
gene:CREB5	CREB5	gene	TCF7L2_direct_+/+	0.4119601328903662	0
gene:CSF1R	CSF1R	gene	TCF7L2_direct_+/+	0.7408637873754181	0
gene:CST3	CST3	gene	SPI1_direct_+/+	0.9833887043189413	0
gene:CTSL	CTSL	gene	SPI1_direct_+/+	0.2558139534883718	0
gene:DUSP6	DUSP6	gene	SPI1_direct_+/+	0.8272425249169469	0
gene:EXT1	EXT1	gene	RXRA_direct_+/+	0.6843853820598031	0
gene:FBXW7	FBXW7	gene	KLF4_direct_+/+	0.817275747508309	0
gene:FCN1	FCN1	gene	RXRA_direct_+/+	0.9435215946843896	0
gene:FNIP2	FNIP2	gene	TCF7L2_direct_+/+	0.5116279069767455	0
gene:FOS	FOS	gene	KLF4_direct_+/+	0.9700996677740907	0
gene:FOXO3	FOXO3	gene	TCF7L2_direct_+/+	0.6976744186046537	0
gene:GBP1	GBP1	gene	RXRA_direct_+/+	0.7574750830564814	0
gene:IFNAR2	IFNAR2	gene	RXRA_direct_+/+	0.7541528239202687	0
gene:IRAK3	IRAK3	gene	KLF4_direct_+/+;SPI1_direct_+/+;SPI1_direct_+/-	0.9036544850498378	0
gene:KDM1B	KDM1B	gene	SPI1_direct_+/+	0.7009966777408664	0
gene:LILRB1	LILRB1	gene	TCF7L2_direct_+/+	0.7342192691029928	0
gene:LILRB2	LILRB2	gene	RXRA_direct_+/+	0.7342192691029928	0
gene:LRMDA	LRMDA	gene	SPI1_direct_+/+	0.863787375415286	0
gene:LRRC25	LRRC25	gene	TCF7L2_direct_+/+	0.6046511627906996	0
gene:LST1	LST1	gene	TCF7L2_direct_+/+	0.8571428571428608	0
gene:MAFB	MAFB	gene	RXRA_direct_+/+	0.7441860465116308	0
gene:MAP2K3	MAP2K3	gene	RXRA_direct_+/+	0.37209302325581445	0
gene:MAP3K20	MAP3K20	gene	SPI1_direct_+/+	0.46511627906976855	0
gene:MCTP1	MCTP1	gene	SPI1_direct_+/+;SPI1_direct_+/-	0.9700996677740907	0
gene:MS4A7	MS4A7	gene	TCF7L2_direct_+/+	0.7641196013289067	0
gene:MYD88	MYD88	gene	KLF4_direct_+/+	0.49501661129568236	0
gene:NAMPT	NAMPT	gene	KLF4_direct_+/+	0.9136212624584757	0
gene:OSCAR	OSCAR	gene	KLF4_direct_+/+	0.5681063122923605	0
gene:PID1	PID1	gene	RXRA_direct_+/+	0.7009966777408664	0
gene:PLXDC2	PLXDC2	gene	KLF4_direct_+/+;SPI1_direct_+/+	0.986710963455154	0
gene:PSAP	PSAP	gene	SPI1_direct_+/+;SPI1_direct_+/-	0.9966777408637919	0
gene:RAB31	RAB31	gene	SPI1_direct_+/+	0.8205980066445216	0
gene:RILPL2	RILPL2	gene	KLF4_direct_+/+	0.5847176079734238	0
gene:RIN3	RIN3	gene	RXRA_direct_+/+	0.8239202657807343	0
gene:RIPK2	RIPK2	gene	KLF4_direct_+/+	0.6644518272425273	0
gene:RNF144B	RNF144B	gene	TCF7L2_direct_+/+	0.5315614617940214	0
gene:RTN3	RTN3	gene	KLF4_direct_+/+	0.44186046511628	0
gene:RXRA	RXRA	gene	RXRA_direct_+/+;TCF7L2_direct_+/+	0.6411960132890387	0
gene:SAT1	SAT1	gene	SPI1_direct_+/+	1.0000000000000044	0
gene:SBF2	SBF2	gene	RXRA_direct_+/+	0.9269102990033263	0
gene:SERPINA1	SERPINA1	gene	SPI1_direct_+/+	0.9468438538206022	0
gene:SLC7A7	SLC7A7	gene	TCF7L2_direct_+/+	0.5747508305647858	0
gene:SLC8A1	SLC8A1	gene	KLF4_direct_+/+;RXRA_direct_+/+	0.9966777408637919	0
gene:SMCO4	SMCO4	gene	TCF7L2_direct_+/+	0.5548172757475099	0
gene:SPI1	SPI1	gene	SPI1_direct_+/+;SPI1_direct_+/-;TCF7L2_direct_+/+	0.8571428571428608	0
gene:STX11	STX11	gene	KLF4_direct_+/+	0.7674418604651193	0
gene:TBXAS1	TBXAS1	gene	KLF4_direct_+/+	0.9833887043189413	0
gene:TCF7L2	TCF7L2	gene	TCF7L2_direct_+/+	0.976744186046516	0
gene:TFCP2	TFCP2	gene	RXRA_direct_+/+	0.45182724252491796	0
gene:TIMP2	TIMP2	gene	RXRA_direct_+/+	0.46511627906976855	0
gene:TLR2	TLR2	gene	KLF4_direct_+/+	0.8006644518272458	0
gene:TM9SF4	TM9SF4	gene	RXRA_direct_+/+	0.498338870431895	0
gene:TMEM176A	TMEM176A	gene	RXRA_direct_+/+	0.27906976744186035	0
gene:TNFRSF8	TNFRSF8	gene	SPI1_direct_+/+;SPI1_direct_+/-	0.1893687707641194	0
gene:TOP1	TOP1	gene	KLF4_direct_+/+	0.7840531561461825	0
gene:TRPS1	TRPS1	gene	KLF4_direct_+/+	0.6644518272425273	0
gene:VMP1	VMP1	gene	KLF4_direct_+/+	0.9534883720930275	0
gene:WARS	WARS	gene	RXRA_direct_+/+;SPI1_direct_+/+;SPI1_direct_+/-;TCF7L2_direct_+/+	0.976744186046516	0
gene:WAS	WAS	gene	RXRA_direct_+/+	0.5548172757475099	0
gene:WDFY2	WDFY2	gene	SPI1_direct_+/+	0.8139534883720964	0
gene:XYLT1	XYLT1	gene	RXRA_direct_+/+	0.8106312292358837	0
gene:ZNF672	ZNF672	gene	RXRA_direct_+/+	0.12624584717607965	0
