source	target	interaction	eregulons	importance	rho
TF:TBX21	region:chr12:10411199-10411699	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr12:10497537-10498037	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr12:10499196-10499696	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr12:128794584-128795084	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr12:128796317-128796817	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr12:128810103-128810603	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr12:128823755-128824255	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr12:68119657-68120157	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr14:24609620-24610120	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr14:24680639-24681139	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr14:24692945-24693445	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr16:57669266-57669766	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr16:57720202-57720702	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr17:35890652-35891152	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr17:35896221-35896721	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr17:35900797-35901297	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr17:47700691-47701191	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr17:47703031-47703531	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr17:47714490-47714990	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr17:47730632-47731132	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr17:47810176-47810676	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:158924657-158925157	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:158978682-158979182	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:159008702-159009202	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:168410346-168410846	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:168421375-168421875	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:168513213-168513713	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:168520190-168520690	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:168543807-168544307	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:168553921-168554421	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:168576232-168576732	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:91533558-91534058	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:91548264-91548764	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:91555909-91556409	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:91731356-91731856	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:91876024-91876524	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr1:91948431-91948931	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr22:37149846-37150346	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr22:37158672-37159172	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr22:37162501-37163001	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr22:37164107-37164607	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr22:37229952-37230452	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr22:37279385-37279885	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr22:37306919-37307419	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr22:39090558-39091058	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr22:39097107-39097607	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr2:212958651-212959151	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr2:213125829-213126329	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr2:8543601-8544101	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr2:8588444-8588944	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr2:8664600-8665100	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr2:8680908-8681408	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr3:4834237-4834737	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr3:4850773-4851273	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr3:4977175-4977675	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr3:4980211-4980711	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr3:4981788-4982288	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr3:5002453-5002953	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr3:5006635-5007135	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr3:5026341-5026841	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr6:130215458-130215958	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr6:130216561-130217061	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr6:152634713-152635213	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr6:152636672-152637172	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr6:158564785-158565285	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr6:158652903-158653403	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr9:16870526-16871026	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr9:16871620-16872120	tf_binds_region	TBX21_direct_+/+		
TF:TBX21	region:chr9:16884833-16885333	tf_binds_region	TBX21_direct_+/+		
TF:TCF7	region:chr11:128716901-128717401	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr11:128729135-128729635	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr11:1845435-1845935	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr11:3014285-3014785	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr15:60548003-60548503	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr15:90539753-90540253	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr15:90561908-90562408	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr16:85448740-85449240	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr19:8610433-8610933	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr2:201191512-201192012	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr3:188788513-188789013	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr3:33659387-33659887	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr5:14413337-14413837	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr5:55102347-55102847	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr5:96875670-96876170	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr6:16483463-16483963	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr7:45110635-45111135	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr7:77354452-77354952	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr8:132979018-132979518	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr8:133016479-133016979	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr8:27378651-27379151	tf_binds_region	TCF7_direct_-/-		
TF:TCF7	region:chr9:99112973-99113473	tf_binds_region	TCF7_direct_-/-		
region:chr10:17509071-17509571	gene:ST8SIA6	region_regulates_gene	TBX21_direct_+/+	0.0796561881696657	0.3008866438969366
region:chr10:17511283-17511783	gene:ST8SIA6	region_regulates_gene	TBX21_direct_+/+	0.0696099613905117	0.323590770533764
region:chr10:69048025-69048525	gene:SRGN	region_regulates_gene	FOXO1_direct_-/+	0.0582314916872505	0.4820678315498227
region:chr10:69088816-69089316	gene:SRGN	region_regulates_gene	FOXO1_direct_-/+	0.0206648488647885	0.1439660100122568
region:chr11:128716901-128717401	gene:FLI1	region_regulates_gene	TCF7_direct_-/-	0.0181169660559258	-0.084709349957545
region:chr11:128729135-128729635	gene:FLI1	region_regulates_gene	TCF7_direct_-/-	0.0173499827607946	-0.0777046112067375
region:chr11:1845435-1845935	gene:CTSD	region_regulates_gene	TCF7_direct_-/-	0.0128328184436909	-0.169610974162375
region:chr11:1845435-1845935	gene:LSP1	region_regulates_gene	TCF7_direct_-/-	0.0131070328466485	-0.0787494460886805
region:chr11:3014285-3014785	gene:OSBPL5	region_regulates_gene	TCF7_direct_-/-	0.0151317406749191	-0.225663402221256
region:chr11:65928016-65928516	gene:CTSW	region_regulates_gene	RUNX3_direct_+/+	0.0360375791518696	0.3137626849280864
region:chr12:10279843-10280343	gene:KLRC3	region_regulates_gene	RUNX3_direct_+/+	0.0245632061337482	0.2482128837624834
region:chr12:10285887-10286387	gene:KLRC3	region_regulates_gene	RUNX3_direct_+/+	0.0287287167275974	0.2314125940242964
region:chr12:10288957-10289457	gene:KLRC3	region_regulates_gene	RUNX3_direct_+/+	0.0299651303722766	0.2488952062394522
region:chr12:10389912-10390412	gene:KLRK1	region_regulates_gene	RUNX3_direct_+/+;TBX21_direct_+/+	0.0580378177463754	0.5460328859987005
region:chr12:10392305-10392805	gene:KLRC3	region_regulates_gene	RUNX3_direct_+/+	0.0543017142289417	0.1966636241992656
region:chr12:10394470-10394970	gene:KLRC3	region_regulates_gene	RUNX3_direct_+/+	0.0244352953136278	0.1551820901726084
region:chr12:10394470-10394970	gene:KLRK1	region_regulates_gene	RUNX3_direct_+/+	0.0411058221619189	0.5316757882354265
region:chr12:10395348-10395848	gene:KLRC3	region_regulates_gene	RUNX3_direct_+/+	0.0399486775953941	0.1926497617007715
region:chr12:10395348-10395848	gene:KLRK1	region_regulates_gene	RUNX3_direct_+/+	0.0247657323424396	0.4842421236040681
region:chr12:10411199-10411699	gene:KLRK1	region_regulates_gene	TBX21_direct_+/+	0.0322792283201051	0.5408938297594407
region:chr12:10497537-10498037	gene:KLRC3	region_regulates_gene	RUNX3_direct_+/+	0.0288845540919565	0.1846089807309704
region:chr12:10497537-10498037	gene:KLRK1	region_regulates_gene	RUNX3_direct_+/+;TBX21_direct_+/+	0.0575556779558834	0.547238449004737
region:chr12:10499196-10499696	gene:KLRK1	region_regulates_gene	RUNX3_direct_+/+;TBX21_direct_+/+	0.071938816058549	0.561776583378182
region:chr12:128794584-128795084	gene:SLC15A4	region_regulates_gene	TBX21_direct_+/+	0.0568671170928524	0.3125748089451161
region:chr12:128796317-128796817	gene:SLC15A4	region_regulates_gene	TBX21_direct_+/+	0.0466817778680267	0.2453520623729335
region:chr12:128810103-128810603	gene:SLC15A4	region_regulates_gene	TBX21_direct_+/+	0.0637725816397102	0.3210274911320147
region:chr12:128823755-128824255	gene:SLC15A4	region_regulates_gene	TBX21_direct_+/+	0.048687807182906	0.1501903840485361
region:chr12:6534964-6535464	gene:GAPDH	region_regulates_gene	FOXO1_direct_-/+	0.0287832925141741	0.2231483963244216
region:chr12:6557952-6558452	gene:GAPDH	region_regulates_gene	FOXO1_direct_-/+	0.0183314084464249	0.0751858934903397
region:chr12:6606216-6606716	gene:GAPDH	region_regulates_gene	FOXO1_direct_-/+	0.0218044398928929	0.0675603028173627
region:chr12:68119657-68120157	gene:IFNG	region_regulates_gene	TBX21_direct_+/+	0.0958101890055448	0.3413923794566503
region:chr13:23980053-23980553	gene:SPATA13	region_regulates_gene	FOXO1_direct_-/+	0.0403996525930013	0.1147229523670529
region:chr13:46160431-46160931	gene:LCP1	region_regulates_gene	LEF1_direct_-/-	0.0101736513502322	-0.1943831081897179
region:chr14:105398280-105398780	gene:CRIP1	region_regulates_gene	FOXO1_direct_-/+	0.0223086010668402	0.2168639867032104
region:chr14:24609620-24610120	gene:GZMH	region_regulates_gene	TBX21_direct_+/+	0.0913121812022944	0.6497338127206571
region:chr14:24680639-24681139	gene:GZMH	region_regulates_gene	TBX21_direct_+/+	0.0337791072036428	0.6809893150789076
region:chr14:24692945-24693445	gene:GZMH	region_regulates_gene	TBX21_direct_+/+	0.0489609107652935	0.4910593479789162
region:chr15:60548003-60548503	gene:ANXA2	region_regulates_gene	LEF1_direct_-/-;TCF7_direct_-/-	0.020253642259093	-0.1439034013510335
region:chr15:90539753-90540253	gene:IQGAP1	region_regulates_gene	LEF1_direct_-/-;TCF7_direct_-/-	0.0525187624660936	-0.3276155391436247
region:chr15:90561908-90562408	gene:IQGAP1	region_regulates_gene	TCF7_direct_-/-	0.0195362184953394	-0.3064815330679631
region:chr16:11556890-11557390	gene:LITAF	region_regulates_gene	RUNX3_direct_+/+	0.0184152215176496	0.1760785651191596
region:chr16:11572188-11572688	gene:LITAF	region_regulates_gene	RUNX3_direct_+/+	0.0205366833561499	0.2189858848489205
region:chr16:30186707-30187207	gene:CORO1A	region_regulates_gene	RUNX3_direct_+/+	0.0465130802821214	0.2049862187207373
region:chr16:57669266-57669766	gene:ADGRG1	region_regulates_gene	TBX21_direct_+/+	0.0353160549384267	0.5700532729598283
region:chr16:57720202-57720702	gene:ADGRG1	region_regulates_gene	TBX21_direct_+/+	0.0593380777173678	0.5180848857988947
region:chr16:85448740-85449240	gene:GSE1	region_regulates_gene	LEF1_direct_-/-;TCF7_direct_-/-	0.0083669184736101	-0.2031825281040166
region:chr16:87754523-87755023	gene:KLHDC4	region_regulates_gene	RUNX3_direct_+/+	0.0194964968825035	0.1441365083308887
region:chr16:87762124-87762624	gene:KLHDC4	region_regulates_gene	RUNX3_direct_+/+	0.0341684589461109	0.1170440275924134
region:chr16:87865795-87866295	gene:KLHDC4	region_regulates_gene	RUNX3_direct_+/+	0.0382071074701946	0.0868971964957019
region:chr16:88681670-88682170	gene:CYBA	region_regulates_gene	LEF1_direct_-/-	0.0136603471951047	-0.1333749975902478
region:chr17:35890652-35891152	gene:CCL5	region_regulates_gene	RUNX3_direct_+/+;TBX21_direct_+/+	0.0710265117860988	0.6190732624370718
region:chr17:35896221-35896721	gene:CCL5	region_regulates_gene	RUNX3_direct_+/+;TBX21_direct_+/+	0.068489126350127	0.6756105662547598
region:chr17:35900216-35900716	gene:CCL5	region_regulates_gene	RUNX3_direct_+/+	0.0955769151710679	0.7673589513079236
region:chr17:35900797-35901297	gene:CCL5	region_regulates_gene	TBX21_direct_+/+	0.0518231539244363	0.7679077960733204
region:chr17:47700691-47701191	gene:TBX21	region_regulates_gene	TBX21_direct_+/+	0.0417397889395013	0.4154200192423717
region:chr17:47703031-47703531	gene:TBX21	region_regulates_gene	TBX21_direct_+/+	0.0213126062856323	0.3540324198797068
region:chr17:47714490-47714990	gene:TBX21	region_regulates_gene	TBX21_direct_+/+	0.040482026497437	0.381624346365789
region:chr17:47730632-47731132	gene:TBX21	region_regulates_gene	TBX21_direct_+/+	0.0363869522655023	0.402572518961721
region:chr17:47810176-47810676	gene:TBX21	region_regulates_gene	TBX21_direct_+/+	0.0250547792355374	0.47684651653963
region:chr17:75435885-75436385	gene:TSEN54	region_regulates_gene	RUNX3_direct_+/+	0.0524610705704238	0.2018504477146496
region:chr17:75535010-75535510	gene:TSEN54	region_regulates_gene	RUNX3_direct_+/+	0.0762153874156745	0.2122758882274761
region:chr17:80471870-80472370	gene:RNF213	region_regulates_gene	FOXO1_direct_-/+	0.0320038458900821	0.2297910136518414
region:chr19:1174041-1174541	gene:ATP5F1D	region_regulates_gene	FOXO1_direct_-/+	0.0396047628780941	0.0666454441928176
region:chr19:1259152-1259652	gene:ATP5F1D	region_regulates_gene	FOXO1_direct_-/+	0.0173385575452944	0.087863925602028
region:chr19:1265749-1266249	gene:ATP5F1D	region_regulates_gene	FOXO1_direct_-/+	0.0114699073617825	0.0843708515904057
region:chr19:45406258-45406758	gene:VASP	region_regulates_gene	LEF1_direct_-/-	0.0091756097109032	-0.1687623991147877
region:chr19:45558317-45558817	gene:VASP	region_regulates_gene	LEF1_direct_-/-	0.0160042307251372	-0.2096616078406454
region:chr19:543724-544224	gene:GZMM	region_regulates_gene	RUNX3_direct_+/+	0.1068116897935612	0.4007318009943978
region:chr19:575182-575682	gene:GZMM	region_regulates_gene	RUNX3_direct_+/+	0.0162763953392092	0.2628481218978137
region:chr19:8610433-8610933	gene:MYO1F	region_regulates_gene	LEF1_direct_-/-;TCF7_direct_-/-	0.0058615609020178	-0.4493463529618007
region:chr1:158924657-158925157	gene:PYHIN1	region_regulates_gene	TBX21_direct_+/+	0.1032537700059777	0.5379190525954675
region:chr1:158978682-158979182	gene:PYHIN1	region_regulates_gene	TBX21_direct_+/+	0.1190933967731961	0.5265366686784471
region:chr1:159008702-159009202	gene:PYHIN1	region_regulates_gene	TBX21_direct_+/+	0.0844289170909534	0.4930658522602092
region:chr1:161013564-161014064	gene:ARHGAP30	region_regulates_gene	FOXO1_direct_-/+	0.0100339249038782	0.0872613754794799
region:chr1:161069702-161070202	gene:ARHGAP30	region_regulates_gene	FOXO1_direct_-/+	0.0155082180438914	0.0870563732731847
region:chr1:161185241-161185741	gene:ARHGAP30	region_regulates_gene	FOXO1_direct_-/+	0.0273690737012756	0.0648775443909862
region:chr1:161209741-161210241	gene:ARHGAP30	region_regulates_gene	FOXO1_direct_-/+	0.0112622519810629	0.090471279480211
region:chr1:161216834-161217334	gene:ARHGAP30	region_regulates_gene	FOXO1_direct_-/+	0.0093829051328598	0.0524277930335851
