tf	target	region	eregulon	gene_signature	region_signature	is_extended	regulation	importance_tf2g	rho_tf2g	importance_r2g	rho_r2g	triplet_rank	evidence_type
BCL11B	APBA2	chr15:28832098-28832598	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.2797005845468366	0.2486777783276239	0.0304998246343003	0.4407270350963878	5534	scenicplus_eregulon_extended
BCL11B	GIMAP7	chr7:150668377-150668877	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.990730117534752	0.3213021631557753	0.1128886187712085	0.2137649020093968	165	scenicplus_eregulon_extended
BCL11B	RUNX1	chr21:35026648-35027148	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.806068439096243	0.1421736032929678	0.0239566802211595	0.1374375489222116	3410	scenicplus_eregulon_extended
BCL11B	DIP2A	chr21:46423974-46424474	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.6228014929125554	0.1094735495645093	0.0514385383533579	0.2787459282180443	4622	scenicplus_eregulon_extended
BCL11B	LRRN3	chr7:110993991-110994491	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.937285152117618	0.2085315137943295	0.052334420647846	0.3252071340745005	1523	scenicplus_eregulon_extended
BCL11B	PIK3CD	chr1:9728549-9729049	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.832119173602711	0.136630463507672	0.0472263663235839	0.1939111080095132	2982	scenicplus_eregulon_extended
BCL11B	BTBD11	chr12:107321994-107322494	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.149572546994768	0.1570433605395748	0.0367196161669789	0.1847503723980567	88	scenicplus_eregulon_extended
BCL11B	ATP5IF1	chr1:28256146-28256646	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.2875127860110278	0.0743330769367196	0.0295750678368653	0.0634908628182327	6178	scenicplus_eregulon_extended
BCL11B	ATP10A	chr15:25810658-25811158	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.3288267930743265	0.1689091688834192	0.0548702975173232	0.221258257502754	3350	scenicplus_eregulon_extended
BCL11B	TSPAN18	chr11:44862147-44862647	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.504451582462892	0.1555984741803035	0.021731025441561	0.0550824061994661	4213	scenicplus_eregulon_extended
BCL11B	PRMT2	chr21:46606014-46606514	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.418450757217032	0.2557537095831802	0.0222319511843275	0.1519956856060297	1695	scenicplus_eregulon_extended
BCL11B	HELB	chr12:66393834-66394334	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.18215757856141	0.1491871608155141	0.0278327420444726	0.0505676827063524	1300	scenicplus_eregulon_extended
BCL11B	BCL11B	chr14:99259265-99259765	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	10.731159435245182	1.0	0.0337878324827248	0.5785944112999172	95	scenicplus_eregulon_extended
BCL11B	TC2N	chr14:91835778-91836278	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	7.820201459440046	0.4215477214733157	0.0537183497521519	0.3910806395292271	69	scenicplus_eregulon_extended
BCL11B	LEF1	chr4:108036227-108036727	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	5.729544481546972	0.5204003943550408	0.0413958685727298	0.7675728722825867	1057	scenicplus_eregulon_extended
BCL11B	ARHGEF3	chr3:56725152-56725652	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.934462220899104	0.1731285440674101	0.0488010144886774	0.1639899075941802	397	scenicplus_eregulon_extended
BCL11B	GOLGA4	chr3:37216517-37217017	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.255724376973571	0.0518908405110034	0.1084263608094107	0.0807784728355872	1192	scenicplus_eregulon_extended
BCL11B	UQCRB	chr8:96312532-96313032	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.8886832777890303	0.1255940530038738	0.0215046988344961	0.0655281973415155	4832	scenicplus_eregulon_extended
BCL11B	SLFN5	chr17:35177432-35177932	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.335424408347204	0.1380597405939691	0.0489945284275743	0.186909218098493	3487	scenicplus_eregulon_extended
BCL11B	NIPAL3	chr1:24486231-24486731	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.645499302864637	0.1839454361977384	0.0376647809238494	0.2177526824893721	3420	scenicplus_eregulon_extended
BCL11B	RAN	chr12:130796977-130797477	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.2555977232499635	0.0816502584719258	0.0466487080271499	0.0913948613553554	2973	scenicplus_eregulon_extended
BCL11B	PSMA1	chr11:14646126-14646626	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.107902151736601	0.2138082043873691	0.025847454818017	0.365706242381434	4200	scenicplus_eregulon_extended
BCL11B	SEPTIN9	chr17:77382452-77382952	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.992950867583904	0.1090238756581743	0.0172087081718752	0.0579387909197762	5446	scenicplus_eregulon_extended
BCL11B	ETS1	chr11:128507777-128508277	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.902297215785512	0.3423636484456153	0.0043575239101933	0.0537420529189777	2644	scenicplus_eregulon_extended
BCL11B	RASA2	chr3:141530035-141530535	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.9217277552215413	0.158759696512406	0.0481570153749752	0.1972190741064899	3476	scenicplus_eregulon_extended
BCL11B	CD3D	chr11:118202324-118202824	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	7.4983865748338525	0.3038496021298476	0.0273520435979695	0.2971886517905884	395	scenicplus_eregulon_extended
BCL11B	RUNX1	chr21:34974164-34974664	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.806068439096243	0.1421736032929678	0.0193533801332896	0.1336253347273961	4150	scenicplus_eregulon_extended
BCL11B	DIP2A	chr21:46550567-46551067	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.6228014929125554	0.1094735495645093	0.0304222381394971	0.1169378172542446	3153	scenicplus_eregulon_extended
BCL11B	ZNF276	chr16:89841204-89841704	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.3566014631741732	0.0950695993192969	0.0127514681843166	0.0908238874292928	6313	scenicplus_eregulon_extended
BCL11B	NDUFAF8	chr17:81382199-81382699	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.4843558103339884	0.0757023922409345	0.008346544522655	0.0530928331714691	6399	scenicplus_eregulon_extended
BCL11B	LPIN2	chr18:3061815-3062315	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.0952655738738635	0.1340767123865189	0.0176165916874418	0.1416359272248918	3322	scenicplus_eregulon_extended
BCL11B	ST3GAL1	chr8:133498392-133498892	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.482230680639936	0.1172547060713672	0.0309003163324266	0.1624273115855919	1725	scenicplus_eregulon_extended
BCL11B	LPIN2	chr18:2889640-2890140	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.0952655738738635	0.1340767123865189	0.030467973603009	0.1984195078521785	3511	scenicplus_eregulon_extended
BCL11B	IL6ST	chr5:56080795-56081295	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.7971402799504776	0.2483970246932239	0.0220825043001305	0.3990724009122838	2881	scenicplus_eregulon_extended
BCL11B	ARHGEF3	chr3:56694852-56695352	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.934462220899104	0.1731285440674101	0.0612375616941869	0.181394556025282	1800	scenicplus_eregulon_extended
BCL11B	GIMAP1	chr7:150668377-150668877	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.050751890082547	0.1857182536097106	0.0514188135918187	0.1265197282263687	1148	scenicplus_eregulon_extended
BCL11B	TSPAN14	chr10:80378221-80378721	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.219747119111429	0.1167416228961197	0.0191981692793533	0.0635184627542263	4578	scenicplus_eregulon_extended
BCL11B	ANKRD55	chr5:56058769-56059269	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.406961189944872	0.1589866687904102	0.0227174738934987	0.2114305920894816	4410	scenicplus_eregulon_extended
BCL11B	SLC7A6	chr16:68272720-68273220	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.86705538939964	0.1570716878562874	0.0616595688230679	0.2004923139506987	2897	scenicplus_eregulon_extended
BCL11B	DYRK2	chr12:67804088-67804588	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.435966602197358	0.1000532708758168	0.0616127454745716	0.1085711394925132	2793	scenicplus_eregulon_extended
BCL11B	RBL2	chr16:53518679-53519179	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	4.888715351394055	0.2351017168289977	0.0398105883408422	0.1581662296058046	561	scenicplus_eregulon_extended
BCL11B	TC2N	chr14:91867361-91867861	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	7.820201459440046	0.4215477214733157	0.0878219034275197	0.2875289365355353	4	scenicplus_eregulon_extended
BCL11B	ABLIM1	chr10:114523549-114524049	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.365780214957507	0.2799544009219707	0.0277346737848712	0.4332045390283263	3473	scenicplus_eregulon_extended
BCL11B	CD3D	chr11:118251962-118252462	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	7.4983865748338525	0.3038496021298476	0.0288744952984218	0.2831780766751389	325	scenicplus_eregulon_extended
BCL11B	ZNF831	chr20:59043359-59043859	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.7086246720030656	0.1415515955426521	0.0204389922448405	0.1362855674517577	6597	scenicplus_eregulon_extended
BCL11B	LAT	chr16:28984764-28985264	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.1292755724753096	0.2236872784440899	0.08754278148403	0.2224907271495847	1260	scenicplus_eregulon_extended
BCL11B	ARHGEF3	chr3:56787774-56788274	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.934462220899104	0.1731285440674101	0.032687245313615	0.2466184764454509	4254	scenicplus_eregulon_extended
BCL11B	RASGRP1	chr15:38696281-38696781	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.1051697189934147	0.2220738666489307	0.0340095300024399	0.1925096153720796	3303	scenicplus_eregulon_extended
BCL11B	ACTG1	chr17:81382199-81382699	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.4147716901541108	0.0885835626397915	0.0180535381000703	0.3088676993871638	5697	scenicplus_eregulon_extended
BCL11B	ZNF276	chr16:89723588-89724088	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.3566014631741732	0.0950695993192969	0.0348627665249731	0.0697516535370168	6163	scenicplus_eregulon_extended
BCL11B	MLLT6	chr17:38728204-38728704	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.97306978975996	0.1133739674478519	0.026903728655898	0.1372945200957853	4062	scenicplus_eregulon_extended
BCL11B	CD28	chr2:203740907-203741407	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.023363780349923	0.1977908603037304	0.0605196870111491	0.2840853620540942	1328	scenicplus_eregulon_extended
BCL11B	TRABD2A	chr2:84846029-84846529	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.100495555433253	0.3108530535689074	0.0868761913729629	0.4785031389168691	716	scenicplus_eregulon_extended
BCL11B	FGD3	chr9:93025245-93025745	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.9959925960909	0.1244780002151272	0.0200110072515494	0.14684764445369	3887	scenicplus_eregulon_extended
BCL11B	TNIK	chr3:171494452-171494952	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	6.077864072018256	0.2777563137932238	0.0369304293775538	0.2083088608000513	573	scenicplus_eregulon_extended
BCL11B	OPRM1	chr6:154223864-154224364	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.0670140262177013	0.1286414475545971	0.0397538050985555	0.1731615778747216	3329	scenicplus_eregulon_extended
BCL11B	ANKRD36B	chr2:97728111-97728611	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.07602528454128	0.1047775041714609	0.0227152170686439	0.101518832116185	5077	scenicplus_eregulon_extended
BCL11B	NDFIP1	chr5:142063772-142064272	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.0434482522259767	0.3060937558488882	0.0259607429723641	0.4445798055520296	3364	scenicplus_eregulon_extended
BCL11B	TMEM41B	chr11:9280634-9281134	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.722499428685906	0.084302098162173	0.0572893185476715	0.1047745984483193	1751	scenicplus_eregulon_extended
BCL11B	SLC7A6	chr16:68275634-68276134	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.86705538939964	0.1570716878562874	0.0380404179891308	0.2215938264393642	2360	scenicplus_eregulon_extended
BCL11B	ZNF276	chr16:89837632-89838132	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.3566014631741732	0.0950695993192969	0.0160408680856796	0.0816350272208626	6349	scenicplus_eregulon_extended
BCL11B	SUPT3H	chr6:45420614-45421114	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.359643080314937	0.1797501177273396	0.0357226471219516	0.1818425225579257	1762	scenicplus_eregulon_extended
BCL11B	ZFP36L2	chr2:43133998-43134498	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.475321702170404	0.1468967845396131	0.020771896871801	0.1405753357595768	4809	scenicplus_eregulon_extended
BCL11B	EEF1A1	chr6:73422404-73422904	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.246204988821976	0.364586292546566	0.0291573240539024	0.157818245407519	2462	scenicplus_eregulon_extended
BCL11B	MPHOSPH9	chr12:123043511-123044011	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.336119185129357	0.0941385307863233	0.0320726073956984	0.1226578788006355	3541	scenicplus_eregulon_extended
BCL11B	ADD3	chr10:109933929-109934429	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.625961721920396	0.1340439078223533	0.0283082224605951	0.1130974612643925	3738	scenicplus_eregulon_extended
BCL11B	TSPAN14	chr10:80465845-80466345	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.219747119111429	0.1167416228961197	0.0368057754288413	0.0793823030815806	1874	scenicplus_eregulon_extended
BCL11B	ZNF609	chr15:64438649-64439149	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.0465218815760986	0.1553471911891092	0.0220717726131478	0.25919158885771	3311	scenicplus_eregulon_extended
BCL11B	FGD3	chr9:93143909-93144409	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.9959925960909	0.1244780002151272	0.0439813094951752	0.1401583558150771	2553	scenicplus_eregulon_extended
BCL11B	LMO7	chr13:75762422-75762922	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.4530018526172652	0.1256915713152979	0.083815427722756	0.133681481563748	2246	scenicplus_eregulon_extended
BCL11B	NR3C2	chr4:148216701-148217201	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.7605754994630165	0.2820913346917599	0.0368262974745252	0.0551903469462439	4548	scenicplus_eregulon_extended
BCL11B	PAG1	chr8:80864671-80865171	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.5480888794780534	0.2341665757720803	0.0570411577091035	0.347136403498806	797	scenicplus_eregulon_extended
BCL11B	MDFIC	chr7:115008511-115009011	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.318531389510256	0.1250322533238589	0.0814063644804406	0.3221934672891807	1154	scenicplus_eregulon_extended
BCL11B	C1orf112	chr1:169692884-169693384	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.5642321267423869	0.1031511457207853	0.0678761465051724	0.0851983559657768	1896	scenicplus_eregulon_extended
BCL11B	CASK	chrX:41556928-41557428	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.950886447187097	0.1486440339368791	0.0542792084021027	0.100799022917595	3030	scenicplus_eregulon_extended
BCL11B	RASA3	chr13:114124912-114125412	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	4.108426733552494	0.2096335765364642	0.0535702808039905	0.2010240127044557	239	scenicplus_eregulon_extended
BCL11B	DGKH	chr13:42393188-42393688	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.2545107617569184	0.1215138445135895	0.0429829072448393	0.1287836673777792	6094	scenicplus_eregulon_extended
BCL11B	PRMT2	chr21:46540309-46540809	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	3.418450757217032	0.2557537095831802	0.031506462754444	0.2560292287957231	2488	scenicplus_eregulon_extended
BCL11B	DGKH	chr13:42406295-42406795	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.2545107617569184	0.1215138445135895	0.0437455702412992	0.1202738309904283	3963	scenicplus_eregulon_extended
BCL11B	ARL4C	chr2:234422813-234423313	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.6519284145906206	0.1371179740236885	0.05694369794332	0.3035232240256026	4366	scenicplus_eregulon_extended
BCL11B	RASA3	chr13:114142628-114143128	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	4.108426733552494	0.2096335765364642	0.0792609335218447	0.1831726278946963	601	scenicplus_eregulon_extended
BCL11B	DGKZ	chr11:46348792-46349292	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	1.3467848362517072	0.1235539032935307	0.0553615370542636	0.1516900565159609	4717	scenicplus_eregulon_extended
BCL11B	STAT5B	chr17:42249973-42250473	BCL11B_extended_+/+	BCL11B_extended_+/+_(164g)	BCL11B_extended_+/+_(215r)	True	1	2.564152469722209	0.155506344079605	0.0281291777983656	0.1088125786468484	2743	scenicplus_eregulon_extended
