tf	target	region	eregulon	gene_signature	region_signature	is_extended	regulation	importance_tf2g	rho_tf2g	importance_r2g	rho_r2g	triplet_rank	evidence_type
BACH1	MRTFA	chr22:40492279-40492779	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	3.566573174516226	0.2632817945238291	0.0117584486831881	0.2314396016933483	147	scenicplus_eregulon_direct
BACH1	MX1	chr21:41366591-41367091	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	3.038302275295123	0.2328827061868024	0.0314551616800275	0.2525177142039848	58	scenicplus_eregulon_direct
BACH1	PLXNB2	chr22:50399845-50400345	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	2.465896634615436	0.3429073053402398	0.034442212185226	0.4236300378081344	57	scenicplus_eregulon_direct
BACH1	TYMP	chr22:50540853-50541353	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	5.385681107513015	0.5750303878662125	0.0949886851504281	0.7186516717095502	0	scenicplus_eregulon_direct
BACH1	PACSIN2	chr22:42962255-42962755	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	2.0606834740222224	0.2428843265762525	0.0249338136343235	0.2514173226178804	140	scenicplus_eregulon_direct
BACH1	GRAMD4	chr22:46754149-46754649	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.177333455066028	0.163206696731457	0.0154276412089432	0.1491545727067524	102	scenicplus_eregulon_direct
BACH1	MAPK1	chr22:21942348-21942848	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.3397376097330518	0.2476505917059761	0.0086746094233685	0.2725140301512111	202	scenicplus_eregulon_direct
BACH1	IL10RB	chr21:33374490-33374990	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	2.0530914919046954	0.2353400347992469	0.0198701092553026	0.2119043367858422	153	scenicplus_eregulon_direct
BACH1	TOM1	chr22:35375024-35375524	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.1028340561159509	0.3803944881446125	0.0550618445132629	0.4403214621422695	64	scenicplus_eregulon_direct
BACH1	SCO2	chr22:50542432-50542932	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.8615163805190904	0.4359746866989895	0.0342722093232665	0.4989643995349321	111	scenicplus_eregulon_direct
BACH1	ITSN1	chr21:33842469-33842969	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.481254643664942	0.3065550218356013	0.0278800808535772	0.3544678272937456	176	scenicplus_eregulon_direct
BACH1	TOM1	chr22:35301390-35301890	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.1028340561159509	0.3803944881446125	0.0247013740847988	0.4462943608743118	145	scenicplus_eregulon_direct
BACH1	ODF3B	chr22:50399845-50400345	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.885501612575461	0.2907857728242668	0.0507845079012183	0.3453435629231657	43	scenicplus_eregulon_direct
BACH1	MX2	chr21:41366591-41367091	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	2.1597537478512243	0.2773527761565153	0.0163331397645393	0.2983873781274238	184	scenicplus_eregulon_direct
BACH1	GGA1	chr22:37633511-37634011	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.2305081864479352	0.1145465979140741	0.0067339704590348	0.0897265947725696	232	scenicplus_eregulon_direct
BACH1	PACSIN2	chr22:43154832-43155332	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	2.0606834740222224	0.2428843265762525	0.0189515035282196	0.2488335836709994	177	scenicplus_eregulon_direct
BACH1	GGA1	chr22:37574583-37575083	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.2305081864479352	0.1145465979140741	0.007086872698348	0.1026962625359599	305	scenicplus_eregulon_direct
BACH1	GRK3	chr22:25419442-25419942	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	2.5068841978012824	0.5613988686121506	0.0315156221341335	0.7062493907326607	35	scenicplus_eregulon_direct
BACH1	TOM1	chr22:35352520-35353020	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.1028340561159509	0.3803944881446125	0.0089565630091492	0.4271064219610417	283	scenicplus_eregulon_direct
BACH1	BID	chr22:17673076-17673576	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.8644497294544384	0.2599130360768963	0.0074585166053379	0.2636489797410345	265	scenicplus_eregulon_direct
BACH1	MAP3K7CL	chr21:29217755-29218255	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.0591404380232934	0.1263333093023719	0.0186418924950535	0.1288911679841129	106	scenicplus_eregulon_direct
BACH1	SCO2	chr22:50540853-50541353	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.8615163805190904	0.4359746866989895	0.0450157322207654	0.4989006816334855	54	scenicplus_eregulon_direct
BACH1	GTPBP1	chr22:38754838-38755338	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.1897500141206043	0.1855693314956508	0.0240754696648002	0.181641056284578	267	scenicplus_eregulon_direct
BACH1	BACH1	chr21:29217755-29218255	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	5.385691107513015	1.0	0.0109679979651264	0.6048726584815565	16	scenicplus_eregulon_direct
BACH1	CSF2RB	chr22:36873761-36874261	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.6565107206512126	0.2486896923366343	0.0035237043909824	0.2715238529541529	351	scenicplus_eregulon_direct
BACH1	BACH1	chr21:29299854-29300354	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	5.385691107513015	1.0	0.0135341142913764	0.607470887074498	10	scenicplus_eregulon_direct
BACH1	TBC1D22A	chr22:46754149-46754649	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.1986966025943515	0.2416750466290194	0.0070244009388507	0.2378277607602775	164	scenicplus_eregulon_direct
BACH1	TYMP	chr22:50534950-50535450	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	5.385681107513015	0.5750303878662125	0.0122700947579614	0.7130546617767581	81	scenicplus_eregulon_direct
BACH1	IFNGR2	chr21:33374490-33374990	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.4094504472320772	0.3042677509791956	0.0031870943125063	0.3975098239408979	388	scenicplus_eregulon_direct
BACH1	BACH1	chr21:29196278-29196778	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	5.385691107513015	1.0	0.0017212575835706	0.6136175852567883	56	scenicplus_eregulon_direct
BACH1	ODF3B	chr22:50542432-50542932	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.885501612575461	0.2907857728242668	0.0178750873384071	0.3433739094535352	196	scenicplus_eregulon_direct
BACH1	ODF3B	chr22:50534950-50535450	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.885501612575461	0.2907857728242668	0.0165727237123631	0.3457726553589774	217	scenicplus_eregulon_direct
BACH1	ITSN1	chr21:33578971-33579471	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.481254643664942	0.3065550218356013	0.0033762903676118	0.3474565438808505	229	scenicplus_eregulon_direct
BACH1	TYMP	chr22:50399845-50400345	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	5.385681107513015	0.5750303878662125	0.0648554497466092	0.7133542614983935	3	scenicplus_eregulon_direct
BACH1	RHBDD3	chr22:29310946-29311446	BACH1_direct_+/+	BACH1_direct_+/+_(34g)	BACH1_direct_+/+_(52r)	False	1	1.2646707346374155	0.0551188158057318	0.016231412820445	0.0570271415818188	295	scenicplus_eregulon_direct
BCL11A	SREBF2	chr22:41920322-41920822	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.2423925185072022	0.1706326186259016	0.0099587988260748	0.153475225578405	163	scenicplus_eregulon_direct
BCL11A	SREBF2	chr22:41770920-41771420	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.2423925185072022	0.1706326186259016	0.0031899672692212	0.1830270111394794	330	scenicplus_eregulon_direct
BCL11A	MPST	chr22:37176541-37177041	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	2.3233860222816505	0.0631647112415249	0.0141784492704043	0.0588357395730417	181	scenicplus_eregulon_direct
BCL11A	TNFRSF13C	chr22:41844220-41844720	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.8212620528239376	0.2973120450177129	0.0034748877267093	0.226821787025995	345	scenicplus_eregulon_direct
BCL11A	DERL3	chr22:23800849-23801349	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	2.657173925567294	0.2241235389602838	0.0089795320314334	0.1576183286148835	113	scenicplus_eregulon_direct
BCL11A	TNFRSF13C	chr22:41922205-41922705	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.8212620528239376	0.2973120450177129	0.0020458864928545	0.3025927849059196	386	scenicplus_eregulon_direct
BCL11A	LARGE1	chr22:33271359-33271859	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	4.1075090905261495	0.3554758003312442	0.0290111370035009	0.3080525788934393	41	scenicplus_eregulon_direct
BCL11A	AP1B1	chr22:29411502-29412002	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.943311552261609	0.1926321304160065	0.0261950826532039	0.2395034322319551	123	scenicplus_eregulon_direct
BCL11A	MCM5	chr22:35352520-35353020	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	2.3935671469659248	0.1495050186572945	0.0063452649761556	0.0823883075083078	262	scenicplus_eregulon_direct
BCL11A	AP1B1	chr22:29541757-29542257	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.943311552261609	0.1926321304160065	0.0145995294459608	0.243545033296382	143	scenicplus_eregulon_direct
BCL11A	AP1B1	chr22:29364059-29364559	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.943311552261609	0.1926321304160065	0.0035884040866918	0.1842800255939518	317	scenicplus_eregulon_direct
BCL11A	LARGE1	chr22:33272661-33273161	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	4.1075090905261495	0.3554758003312442	0.0138850602992112	0.3020704151083888	95	scenicplus_eregulon_direct
BCL11A	MRPL39	chr21:25561513-25562013	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	3.013753678875892	0.0913279921163109	0.0094210592591843	0.0587403242258023	121	scenicplus_eregulon_direct
BCL11A	A4GALT	chr22:42644919-42645419	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.0482532808022214	0.0870238408989951	0.0311672887799758	0.0609789548843566	108	scenicplus_eregulon_direct
BCL11A	MCM5	chr22:35376871-35377371	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	2.3935671469659248	0.1495050186572945	0.0029151419866907	0.0813787699383997	40	scenicplus_eregulon_direct
BCL11A	AP1B1	chr22:29385852-29386352	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.943311552261609	0.1926321304160065	0.0131244218680763	0.2405041591129738	261	scenicplus_eregulon_direct
BCL11A	CHCHD10	chr22:23800849-23801349	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	2.3576759961564777	0.106285539043795	0.0159383407630659	0.0734674953417768	53	scenicplus_eregulon_direct
BCL11A	VPREB3	chr22:23800849-23801349	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.9597909087090104	0.2830351121911491	0.0490663198161293	0.2783230041699906	20	scenicplus_eregulon_direct
BCL11A	APP	chr21:25967661-25968161	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.3684672374556217	0.1846171743841417	0.0123037308011038	0.1987323114741936	321	scenicplus_eregulon_direct
BCL11A	WBP2NL	chr22:42069917-42070417	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.4447821644654573	0.1663597434041789	0.0071085863847279	0.1143902492765392	160	scenicplus_eregulon_direct
BCL11A	MICAL3	chr22:17798133-17798633	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	2.91172248936619	0.276244605607607	0.0031018024010654	0.1946848321359731	253	scenicplus_eregulon_direct
BCL11A	DOP1B	chr21:36077302-36077802	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	4.311467733752574	0.2181939075397425	0.0041590502318447	0.2110637130876223	129	scenicplus_eregulon_direct
BCL11A	MRPL39	chr21:25608201-25608701	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	3.013753678875892	0.0913279921163109	0.0117019132882129	0.052997789429026	193	scenicplus_eregulon_direct
BCL11A	TNFRSF13C	chr22:41924892-41925392	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.8212620528239376	0.2973120450177129	0.0041623033081546	0.2990192432868362	376	scenicplus_eregulon_direct
BCL11A	DOP1B	chr21:36150128-36150628	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	4.311467733752574	0.2181939075397425	0.0218037567247086	0.2129714620940497	33	scenicplus_eregulon_direct
BCL11A	SMARCB1	chr22:23800849-23801349	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.9385255744187275	0.1498446318454418	0.0066819109375094	0.0680693521249627	168	scenicplus_eregulon_direct
BCL11A	SREBF2	chr22:41924892-41925392	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.2423925185072022	0.1706326186259016	0.0028003234274781	0.0755691549840742	406	scenicplus_eregulon_direct
BCL11A	APP	chr21:25903610-25904110	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.3684672374556217	0.1846171743841417	0.0077656739193519	0.1908597371977896	210	scenicplus_eregulon_direct
BCL11A	TNFRSF13C	chr22:41919224-41919724	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.8212620528239376	0.2973120450177129	0.0074543495678436	0.2932869435701568	218	scenicplus_eregulon_direct
BCL11A	AP1B1	chr22:29369327-29369827	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.943311552261609	0.1926321304160065	0.0030924307056444	0.2169817773341296	357	scenicplus_eregulon_direct
BCL11A	AP1B1	chr22:29420047-29420547	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.943311552261609	0.1926321304160065	0.0044899927759548	0.0605570482011419	332	scenicplus_eregulon_direct
BCL11A	SREBF2	chr22:41922205-41922705	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.2423925185072022	0.1706326186259016	0.0013821261932709	0.0894317395553183	414	scenicplus_eregulon_direct
BCL11A	LARGE1	chr22:33853728-33854228	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	4.1075090905261495	0.3554758003312442	0.0127648874263178	0.3042881533678375	38	scenicplus_eregulon_direct
BCL11A	TNFRSF13C	chr22:41920322-41920822	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.8212620528239376	0.2973120450177129	0.0539670305861608	0.3027792363730659	18	scenicplus_eregulon_direct
BCL11A	SREBF2	chr22:41919224-41919724	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	1.2423925185072022	0.1706326186259016	0.0050770859454421	0.0599394606522307	297	scenicplus_eregulon_direct
BCL11A	MPST	chr22:36921374-36921874	BCL11A_direct_+/+	BCL11A_direct_+/+_(16g)	BCL11A_direct_+/+_(29r)	False	1	2.3233860222816505	0.0631647112415249	0.0084527847898467	0.0529639564848573	183	scenicplus_eregulon_direct
